source_id	source_type	target_id	target_type	source_name	target_name	relation_type	resource	ttd_target_id	ttd_source_id
	Compound	ICD-11:2A81	Disease	Pozelimab	Large B Cell Lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A81	D4XBR9
	Compound	ICD-11:3A21.0	Disease	Pozelimab	Paroxysmal nocturnal haemoglobinuria	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:3A21.0	D4XBR9
	Compound	ICD-11:2C12.02	Disease	90Y-loaded glass microspheres	Hepatocellular carcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C12.02	D3UG0T
	Compound	ICD-11:8A40	Disease	Natalizumab	Multiple sclerosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8A40	D3LWJ7
	Compound	ICD-11:DD70	Disease	Natalizumab	Crohn disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:DD70	D3LWJ7
	Compound	ICD-11:2A83	Disease	Elranatamab	Multiple myeloma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A83	D3KO5Y
	Compound	ICD-11:5C51.3	Disease	Avalglucosidase alfa	Pompe disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C51.3	D34SXJ
	Compound	ICD-11:2A80	Disease	Mosunetuzumab	Follicular lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A80	D2HDB8
	Compound	ICD-11:1E51.2	Disease	Bulevirtide	Hepatitis D virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E51.2	D2G4HB
	Compound	ICD-11:N.A.	Disease	Ga-68-DOTATOC	Diagnostic imaging	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:N.A.	D1HEN2
	Compound	ICD-11:2A85.5	Disease	Tecartus	Mantle cell lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A85.5	D18SHN
	Compound	ICD-11:CA00	Disease	TRN-124	Common cold	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA00	D13YOP
	Compound	ICD-11:MD12	Disease	TRN-124	Cough	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:MD12	D13YOP
	Compound	ICD-11:1E91	Disease	Varicella-zoster immune globulin	Varicella zoster virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E91	D0ZA4G
	Compound	ICD-11:5A2Y	Disease	Metreleptin	Diabetic complication	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A2Y	D0Z9EO
	Compound	ICD-11:FA20	Disease	Sarilumab	Rheumatoid arthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA20	D0Z8CQ
	Compound	ICD-11:CA08.0	Disease	Grastek	Allergic rhinitis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA08.0	D0Z6BF
	Compound	ICD-11:1C85	Disease	Ixiaro	Japanese encephalitis virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1C85	D0Z5IP
	Compound	ICD-11:1E30-1E32	Disease	Celtura	Influenza virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E30-1E32	D0Z4BH
	Compound	ICD-11:4A80-4A85	Disease	MPL-containing Pollinex allergy desensitization vaccine	Allergy	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:4A80-4A85	D0Z3FV
	Compound	ICD-11:5C76	Disease	Patiromer calcium	Hyperkalemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C76	D0Z2YQ
	Compound	ICD-11:GA31.Z	Disease	Lutropin alfa	Female infertility	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:GA31.Z	D0Z2CM
	Compound	ICD-11:1A00-CA43.1	Disease	Interferon gamma	Inflammation	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A00-CA43.1	D0Z1KC
	Compound	ICD-11:5C56.0Y	Disease	Olipudase alfa	Gaucher disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C56.0Y	D0YX3D
	Compound	ICD-11:5C56.0	Disease	Olipudase alfa	Sphingolipidosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C56.0	D0YX3D
	Compound	ICD-11:2A81	Disease	Ocrelizumab	Diffuse large B-cell lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A81	D0YV4F
	Compound	ICD-11:8A40	Disease	Ocrelizumab	Multiple sclerosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8A40	D0YV4F
	Compound	ICD-11:BC43.20	Disease	99mTc-teboroxime	Myocardial disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BC43.20	D0YP2R
	Compound	ICD-11:2B33.5	Disease	Rituximab	Non-hodgkin lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B33.5	D0YM7U
	Compound	ICD-11:EB40	Disease	Rituximab	Pemphigus vulgaris	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EB40	D0YM7U
	Compound	ICD-11:2C25	Disease	Atezolizumab	Non-small-cell lung cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C25	D0YM2K
	Compound	ICD-11:2B60-2D01	Disease	Atezolizumab	Squamous cell carcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B60-2D01	D0YM2K
	Compound	ICD-11:2C12.02	Disease	Atezolizumab	Hepatocellular carcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C12.02	D0YM2K
	Compound	ICD-11:2C25.Y	Disease	Atezolizumab	Small-cell lung cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C25.Y	D0YM2K
	Compound	ICD-11:2C60-2C65	Disease	Atezolizumab	Breast cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C60-2C65	D0YM2K
	Compound	ICD-11:2C73	Disease	Atezolizumab	Ovarian cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C73	D0YM2K
	Compound	ICD-11:2C82.0	Disease	Atezolizumab	Prostate cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C82.0	D0YM2K
	Compound	ICD-11:2C90	Disease	Atezolizumab	Renal cell carcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C90	D0YM2K
	Compound	ICD-11:2C92.0	Disease	Atezolizumab	Urothelial carcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C92.0	D0YM2K
	Compound	ICD-11:2C94	Disease	Atezolizumab	Bladder cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C94	D0YM2K
	Compound	ICD-11:2A00-2F9Z	Disease	Atezolizumab	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0YM2K
	Compound	ICD-11:2A37	Disease	Atezolizumab	Myelodysplastic syndrome	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A37	D0YM2K
	Compound	ICD-11:2A60	Disease	Atezolizumab	Acute myeloid leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A60	D0YM2K
	Compound	ICD-11:2A80	Disease	Atezolizumab	Follicular lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A80	D0YM2K
	Compound	ICD-11:2A83	Disease	Atezolizumab	Multiple myeloma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A83	D0YM2K
	Compound	ICD-11:2B33.Y	Disease	Atezolizumab	Haematological malignancy	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B33.Y	D0YM2K
	Compound	ICD-11:2B72	Disease	Atezolizumab	Gastric adenocarcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B72	D0YM2K
	Compound	ICD-11:2B91.Z	Disease	Atezolizumab	Colorectal cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B91.Z	D0YM2K
	Compound	ICD-11:2C10	Disease	Atezolizumab	Pancreatic cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C10	D0YM2K
	Compound	ICD-11:2C30	Disease	Atezolizumab	Melanoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C30	D0YM2K
	Compound	ICD-11:2C25.0	Disease	Atezolizumab	Bronchioalveolar carcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C25.0	D0YM2K
	Compound	ICD-11:CA02-CB40	Disease	Atezolizumab	Ulcer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA02-CB40	D0YM2K
	Compound	ICD-11:5A2Y	Disease	Soluble insulin	Diabetic complication	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A2Y	D0YG3K
	Compound	ICD-11:MF98.0	Disease	Sodium cellulose po4	Hypercalciuria	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:MF98.0	D0YB5G
	Compound	ICD-11:3B10.0	Disease	Human factor viii	Hemophilia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:3B10.0	D0Y9FF
	Compound	ICD-11:2A82.0	Disease	Ofatumumab	Chronic lymphocytic leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A82.0	D0Y8ZN
	Compound	ICD-11:2A81	Disease	Ofatumumab	Diffuse large B-cell lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A81	D0Y8ZN
	Compound	ICD-11:2B33.5	Disease	Ofatumumab	Non-hodgkin lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B33.5	D0Y8ZN
	Compound	ICD-11:FA20	Disease	Ofatumumab	Rheumatoid arthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA20	D0Y8ZN
	Compound	ICD-11:2A82.2	Disease	Peginterferon alfa-2a	Hairy cell leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A82.2	D0Y8OK
	Compound	ICD-11:FA00-FA05	Disease	Ilaris canakinumab	Osteoarthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA00-FA05	D0Y8KN
	Compound	ICD-11:9B8Z	Disease	Ocriplasmin	Symptomatic vitreomacular adhesion	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:9B8Z	D0Y7XG
	Compound	ICD-11:BB01	Disease	LU302146	Pulmonary hypertension	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BB01	D0Y7OJ
	Compound	ICD-11:5A11	Disease	Dapagliflozin Propanediol; Saxagliptin Hydrochloride	Type-2 diabetes	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A11	D0Y6QC
	Compound	ICD-11:1E30-1E32	Disease	Arepanrix	Influenza virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E30-1E32	D0Y6NL
	Compound	ICD-11:4A80-4A85	Disease	MK-3641	Allergy	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:4A80-4A85	D0Y5OY
	Compound	ICD-11:1A36	Disease	Collagenase	Dermal ulcers	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A36	D0Y4KE
	Compound	ICD-11:ME65.0	Disease	Collagenase	Skin burns	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:ME65.0	D0Y4KE
	Compound	ICD-11:5A11	Disease	Ryzodeq	Type-2 diabetes	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A11	D0Y3VQ
	Compound	ICD-11:1A04	Disease	Tetanus toxoid	Clostridium infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A04	D0Y2TK
	Compound	ICD-11:BA00	Disease	Alkavervir	High blood pressure	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA00	D0Y2MC
	Compound	ICD-11:1C17	Disease	Pediarix Vaccine	Diphtheria	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1C17	D0Y2FY
	Compound	ICD-11:5A2Y	Disease	Human insulin zinc suspension	Diabetic complication	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A2Y	D0XV5B
	Compound	ICD-11:QB63.6	Disease	Sargramostim	Bone marrow transplantation	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:QB63.6	D0XT5Y
	Compound	ICD-11:1E51.0	Disease	SB-M00026	Hepatitis B virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E51.0	D0XL6C
	Compound	ICD-11:8E4A.0	Disease	Inebilizumab	Neuromyelitis optica spectrum disorder	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8E4A.0	D0XH3V
	Compound	ICD-11:3B10.0	Disease	Von willebrand factor	Hemophilia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:3B10.0	D0XE8H
	Compound	ICD-11:N.A.	Disease	Technetium Tc-99m Disofenin Kit	Radioactive tracer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:N.A.	D0X9KI
	Compound	ICD-11:3B14.Z	Disease	Monteplase	Thrombin deficiency	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:3B14.Z	D0X6LC
	Compound	ICD-11:1A09	Disease	Salmonella typhi vaccine	Salmonella infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A09	D0X5UL
	Compound	ICD-11:2C60-2C65	Disease	Virulizin	Breast cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C60-2C65	D0X4BZ
	Compound	ICD-11:2B91.Z	Disease	Technetium TC 99M votumumab	Colorectal cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B91.Z	D0X2RJ
	Compound	ICD-11:2A00-2F9Z	Disease	GlycoPEG-GCSF	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0X2HE
	Compound	ICD-11:EA60	Disease	Coccidioidin	Dermatomycosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EA60	D0X1RR
	Compound	ICD-11:1C1C.0	Disease	MenAfriVac	Neisseria meningitis infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1C1C.0	D0WY9F
	Compound	ICD-11:CA08.0	Disease	Grazax	Allergic rhinitis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA08.0	D0WL5F
	Compound	ICD-11:EA90.0	Disease	Bimekizumab	Plaque psoriasis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EA90.0	D0WJ5M
	Compound	ICD-11:FA21	Disease	Bimekizumab	Psoriatic arthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA21	D0WJ5M
	Compound	ICD-11:EA90	Disease	Spesolimab	Psoriasis vulgaris	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EA90	D0W9YW
	Compound	ICD-11:EA90.0	Disease	Spesolimab	Plaque psoriasis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EA90.0	D0W9YW
	Compound	ICD-11:EA90.42	Disease	Spesolimab	Palmoplantar pustulosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EA90.42	D0W9YW
