source_id	source_type	target_id	target_type	source_name	target_name	relation_type	resource	ttd_target_id	ttd_source_id
PUBCHEM:517045	Compound	ICD-11:5C72	Disease	Sodium Acetate Anhydrous	Hyponatraemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C72	D0Z4UY
PUBCHEM:6509979	Compound	ICD-11:EA80	Disease	Pimecrolimus	Atopic dermatitis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EA80	D0Z4UN
PUBCHEM:3478	Compound	ICD-11:5A2Y	Disease	Glipizide	Diabetic complication	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A2Y	D0Z4SB
PUBCHEM:70682998	Compound	ICD-11:2A00	Disease	Zinostatin stimalamer	Brain cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00	D0Z4PE
PUBCHEM:11192	Compound	ICD-11:5C64.00	Disease	Zinc Acetate	Wilson disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C64.00	D0Z4NI
PUBCHEM:11192	Compound	ICD-11:1C62	Disease	Zinc Acetate	Human immunodeficiency virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1C62	D0Z4NI
PUBCHEM:55245	Compound	ICD-11:5A70	Disease	Mifepristone	Cushing disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A70	D0Z4EI
PUBCHEM:4626	Compound	ICD-11:6D80-6D86	Disease	Oxiracetam	Dementia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:6D80-6D86	D0Z4BV
PUBCHEM:6038	Compound	ICD-11:1A00-1C4Z	Disease	Quinolones	Bacterial infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A00-1C4Z	D0Z3EI
PUBCHEM:6038	Compound	ICD-11:1B10-1B1Z	Disease	Quinolones	Tuberculosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1B10-1B1Z	D0Z3EI
PUBCHEM:2333	Compound	ICD-11:FA25	Disease	Benzbromarone	Gout	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA25	D0Z3DY
PUBCHEM:5944	Compound	ICD-11:1E76	Disease	Cantharidin	Molluscum contagiosum infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E76	D0Z2RA
PUBCHEM:73111	Compound	ICD-11:BA00-BE2Z	Disease	Sennoside a	Cardiovascular disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA00-BE2Z	D0Z2LG
PUBCHEM:84029	Compound	ICD-11:1A00-1C4Z	Disease	Clarithromycin	Bacterial infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A00-1C4Z	D0Z1ZM
PUBCHEM:6010	Compound	ICD-11:2A00-2F9Z	Disease	Methyltestosterone	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0Z1XD
PUBCHEM:4916	Compound	ICD-11:CA23	Disease	Procaterol	Asthma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA23	D0Z1WA
PUBCHEM:71301	Compound	ICD-11:BA00-BA04	Disease	Nebivolol	Hypertension	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA00-BA04	D0Z1UA
PUBCHEM:135398737	Compound	ICD-11:6A20	Disease	Clozapine	Schizophrenia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:6A20	D0Z1RV
PUBCHEM:3033877	Compound	ICD-11:DC11.3	Disease	Monoctanoin	Gallstone	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:DC11.3	D0Z1QC
PUBCHEM:5756	Compound	ICD-11:5A61.1	Disease	Estriol	Hormone deficiency	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A61.1	D0Z1FX
PUBCHEM:5756	Compound	ICD-11:8A40	Disease	Estriol	Multiple sclerosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8A40	D0Z1FX
PUBCHEM:121396	Compound	ICD-11:5C50.A	Disease	Carglumic acid	Acute hyperammonaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C50.A	D0Z0MG
PUBCHEM:135398658	Compound	ICD-11:3A02.Y	Disease	Folic Acid	Folate-deficiency anemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:3A02.Y	D0Z0DW
PUBCHEM:135398658	Compound	ICD-11:5B55-5B71	Disease	Folic Acid	Vitamin deficiency	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5B55-5B71	D0Z0DW
PUBCHEM:5281006	Compound	ICD-11:1A00-1C4Z	Disease	Cefprozil	Bacterial infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A00-1C4Z	D0YX4S
PUBCHEM:6032	Compound	ICD-11:1A00-1C4Z	Disease	Kanamycin	Bacterial infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A00-1C4Z	D0YV1Q
PUBCHEM:27661	Compound	ICD-11:8D64	Disease	Isosorbide Mononitrate	Hydrocephalus	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8D64	D0YS7D
PUBCHEM:10257882	Compound	ICD-11:MF8Y	Disease	Sparsentan	IgA nephropathy	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:MF8Y	D0YS1U
PUBCHEM:10257882	Compound	ICD-11:MF8Y	Disease	Sparsentan	Focal segmental glomerulosclerosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:MF8Y	D0YS1U
PUBCHEM:10257882	Compound	ICD-11:BA00-BA04	Disease	Sparsentan	Hypertension	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA00-BA04	D0YS1U
PUBCHEM:10257882	Compound	ICD-11:BA41-BA43	Disease	Sparsentan	Myocardial infarction	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA41-BA43	D0YS1U
PUBCHEM:11954008	Compound	ICD-11:1A00-1C4Z	Disease	Cefpirome sulfate	Bacterial infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A00-1C4Z	D0YQ0V
PUBCHEM:11993702	Compound	ICD-11:5B81	Disease	Setmelanotide	Obesity	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5B81	D0YP7B
PUBCHEM:11993702	Compound	ICD-11:5A61.0	Disease	Setmelanotide	Bardet biedl syndrome	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A61.0	D0YP7B
PUBCHEM:11993702	Compound	ICD-11:LD90.3	Disease	Setmelanotide	Prader-Willi syndrome	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:LD90.3	D0YP7B
PUBCHEM:11993702	Compound	ICD-11:5A2Y	Disease	Setmelanotide	Diabetic complication	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A2Y	D0YP7B
PUBCHEM:56842034	Compound	ICD-11:1A24-1D9Z	Disease	Ridostin	Virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A24-1D9Z	D0YH5F
PUBCHEM:115198	Compound	ICD-11:2A83	Disease	Metadoxine	Multiple myeloma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A83	D0YH0N
PUBCHEM:3827	Compound	ICD-11:9A60.02	Disease	Ketotifen	Allergic conjunctivitis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:9A60.02	D0YG7M
PUBCHEM:17506	Compound	ICD-11:GA20.50	Disease	Ethamsylate	Menorrhagia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:GA20.50	D0YF3X
PUBCHEM:119378	Compound	ICD-11:2A00-2F9Z	Disease	Eptaplatin	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0YC7U
PUBCHEM:28871	Compound	ICD-11:GA34.3	Disease	Fentiazac	Dysmenorrhea	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:GA34.3	D0YB1G
PUBCHEM:6249	Compound	ICD-11:1A00-1C4Z	Disease	Ampicillin	Bacterial infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A00-1C4Z	D0YA9Z
PUBCHEM:16133850	Compound	ICD-11:LD24.K0	Disease	Teriparatide	Osteogenesis imperfecta	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:LD24.K0	D0YA2L
PUBCHEM:16133850	Compound	ICD-11:EA90	Disease	Teriparatide	Psoriatic disorder	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EA90	D0YA2L
PUBCHEM:4197	Compound	ICD-11:BD10	Disease	Milrinone	Congestive heart failure	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BD10	D0Y9ZE
PUBCHEM:16129675	Compound	ICD-11:5A4Y	Disease	Ceruletide	Caerulein stimulated gastric and pancreatic secretion	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A4Y	D0Y9TS
PUBCHEM:16129675	Compound	ICD-11:2A00-2F9Z	Disease	Ceruletide	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0Y9TS
PUBCHEM:42884	Compound	ICD-11:BC65	Disease	Lorcainide	Heart arrhythmia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BC65	D0Y9LL
PUBCHEM:16132253	Compound	ICD-11:BD54	Disease	Pexiganan	Diabetic foot ulcer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BD54	D0Y9GM
PUBCHEM:42611257	Compound	ICD-11:2C30	Disease	Vemurafenib	Melanoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C30	D0Y9EW
PUBCHEM:104747	Compound	ICD-11:2A00-2F9Z	Disease	UFT	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0Y8PT
PUBCHEM:3033049	Compound	ICD-11:MD12	Disease	Rorifone	Cough	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:MD12	D0Y8DP
PUBCHEM:135398738	Compound	ICD-11:2C30	Disease	Dacarbazine	Melanoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C30	D0Y7ZU
PUBCHEM:137	Compound	ICD-11:ED80	Disease	Aminolevulinic acid hci	Acne vulgaris	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:ED80	D0Y7ZD
PUBCHEM:137	Compound	ICD-11:EK90.0	Disease	Aminolevulinic acid hci	Actinic keratosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EK90.0	D0Y7ZD
PUBCHEM:5583	Compound	ICD-11:1F57	Disease	Trimetrexate	Toxoplasmosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1F57	D0Y7TS
PUBCHEM:60169	Compound	ICD-11:MB47.3	Disease	Doxacurium	Spasm	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:MB47.3	D0Y7TO
PUBCHEM:4763	Compound	ICD-11:8A6Z	Disease	Phenobarbital	Seizure disorder	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8A6Z	D0Y7RW
PUBCHEM:4659569	Compound	ICD-11:8A00.0	Disease	Tolcapone	Parkinson disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8A00.0	D0Y7PG
PUBCHEM:222284	Compound	ICD-11:5C80	Disease	Sitosterol	Hyperlipidaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C80	D0Y7LD
PUBCHEM:16136245	Compound	ICD-11:2C82.0	Disease	Degarelix	Prostate cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C82.0	D0Y7KH
PUBCHEM:9854489	Compound	ICD-11:CA23	Disease	GW685698X	Asthma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA23	D0Y7JU
PUBCHEM:5281004	Compound	ICD-11:CA23	Disease	Budesonide	Asthma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA23	D0Y7IU
PUBCHEM:44205240	Compound	ICD-11:FA20	Disease	Baricitinib	Rheumatoid arthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA20	D0Y7IC
PUBCHEM:3332	Compound	ICD-11:FA20	Disease	Felbinac	Arthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA20	D0Y7EM
PUBCHEM:6029	Compound	ICD-11:6A70-6A7Z	Disease	Uridine	Depression	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:6A70-6A7Z	D0Y7DP
PUBCHEM:6533629	Compound	ICD-11:1A00-1C4Z	Disease	Ceftizoxime	Bacterial infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A00-1C4Z	D0Y7BD
PUBCHEM:17276	Compound	ICD-11:BA00-BA04	Disease	Methyldopate Hydrochloride	Hypertension	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA00-BA04	D0Y6KO
PUBCHEM:24244	Compound	ICD-11:9A78.6	Disease	Metocurine Iodide	Anaesthesia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:9A78.6	D0Y6CE
PUBCHEM:3000469	Compound	ICD-11:1F40-1F45	Disease	Arteether	Malaria	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1F40-1F45	D0Y5ZA
PUBCHEM:2160	Compound	ICD-11:6A70-6A7Z	Disease	Amitriptyline	Depression	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:6A70-6A7Z	D0Y5UG
PUBCHEM:5282434	Compound	ICD-11:BA00-BE2Z	Disease	Brovincamine fumarate	Cerebral vasodilator	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA00-BE2Z	D0Y5RZ
PUBCHEM:9869929	Compound	ICD-11:HA01.1	Disease	Avanafil	Erectile dysfunction	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:HA01.1	D0Y5JC
PUBCHEM:2444	Compound	ICD-11:CA08.00	Disease	Bromodiphenhydramine	Hay fever	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA08.00	D0Y5GK
