source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource	pmid
ADAM17	Gene	ENTREZ:6868	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	29930147.0
ADAM17	Gene	ENTREZ:6868	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	27480833.0
ADAM17	Gene	ENTREZ:6868	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	16600387.0
ADAM17	Gene	ENTREZ:6868	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	21079048.0
ADIPOQ	Gene	ENTREZ:9370	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	23833260.0
ADIPOQ	Gene	ENTREZ:9370	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	17626903.0
ADIPOQ	Gene	ENTREZ:9370	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	23334396.0
ADIPOQ	Gene	ENTREZ:9370	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	19933924.0
ADIPOQ	Gene	ENTREZ:9370	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	25957229.0
ADIPOQ	Gene	ENTREZ:9370	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	14724832.0
ADIPOR1	Gene	ENTREZ:51094	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	33199780.0
ADIPOR2	Gene	ENTREZ:79602	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	33199780.0
ADIPOR1	Gene	ENTREZ:51094	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	33213041.0
ADIPOR2	Gene	ENTREZ:79602	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	33213041.0
ADIPOR1	Gene	ENTREZ:51094	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	29330340.0
ADIPOR2	Gene	ENTREZ:79602	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	29330340.0
ADIPOR1	Gene	ENTREZ:51094	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	30569772.0
ADIPOR2	Gene	ENTREZ:79602	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	18666257.0
ADM	Gene	ENTREZ:133	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	14967720.0
ADM	Gene	ENTREZ:133	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	18401334.0
ADM	Gene	ENTREZ:133	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	16105039.0
ADM	Gene	ENTREZ:133	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	23355623.0
ADRB2	Gene	ENTREZ:154	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	28396116.0
ADRB2	Gene	ENTREZ:154	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	10758054.0
ADRB2	Gene	ENTREZ:154	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	10618307.0
AGT	Gene	ENTREZ:183	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	18508830.0
AGT	Gene	ENTREZ:183	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	9077534.0
AGT	Gene	ENTREZ:183	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	20237455.0
AGT	Gene	ENTREZ:183	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	9884332.0
AHSA1	Gene	ENTREZ:10598	cystic fibrosis	Disease	MONDO:0009061	GNBR::G::Gene:Disease	FIBROAD	17110338.0
AHSA1	Gene	ENTREZ:10598	cystic fibrosis	Disease	MONDO:0009061	GNBR::G::Gene:Disease	FIBROAD	18556464.0
AHSA1	Gene	ENTREZ:10598	cystic fibrosis	Disease	MONDO:0009061	GNBR::G::Gene:Disease	FIBROAD	20089831.0
AKT1	Gene	ENTREZ:207	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	26921108.0
AKT1	Gene	ENTREZ:207	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	33316281.0
AKT1	Gene	ENTREZ:207	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	25970154.0
AKT1	Gene	ENTREZ:207	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	25012168.0
ALDH2	Gene	ENTREZ:217	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	31279903.0
ALDH2	Gene	ENTREZ:217	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	24492981.0
ALDH2	Gene	ENTREZ:217	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	16502397.0
ALDH2	Gene	ENTREZ:217	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	19332462.0
ANGPT1	Gene	ENTREZ:284	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	12628953.0
ANGPT1	Gene	ENTREZ:284	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	21606590.0
ANGPT1	Gene	ENTREZ:284	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	25932532.0
ANGPT2	Gene	ENTREZ:285	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30259536.0
ANGPT2	Gene	ENTREZ:285	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	24511140.0
ANGPT2	Gene	ENTREZ:285	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	28355132.0
ANGPT2	Gene	ENTREZ:285	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	24708486.0
APC	Gene	ENTREZ:324	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	32327611.0
APC	Gene	ENTREZ:324	desmoid tumor	Disease	MONDO:0007608	GNBR::D::Gene:Disease	FIBROAD	22094874.0
BAX	Gene	ENTREZ:581	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	17209037.0
BAX	Gene	ENTREZ:581	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	26180237.0
BAX	Gene	ENTREZ:581	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	28317867.0
BCL2	Gene	ENTREZ:596	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	14715896.0
BCL2	Gene	ENTREZ:596	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	23514933.0
BCL2	Gene	ENTREZ:596	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	16423888.0
BGN	Gene	ENTREZ:633	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	29253517.0
BGN	Gene	ENTREZ:633	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	15031262.0
BGN	Gene	ENTREZ:633	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	27789290.0
BGN	Gene	ENTREZ:633	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	21454527.0
BMP2	Gene	ENTREZ:650	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	9427911.0
BMP2	Gene	ENTREZ:650	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	18832104.0
BMP2	Gene	ENTREZ:650	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	29789683.0
BMP2	Gene	ENTREZ:650	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	21659661.0
BMP2	Gene	ENTREZ:650	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	22283839.0
BMP4	Gene	ENTREZ:652	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	23248151.0
BMP4	Gene	ENTREZ:652	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30941514.0
BMP4	Gene	ENTREZ:652	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	33188599.0
BMP4	Gene	ENTREZ:652	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	20573231.0
BMP4	Gene	ENTREZ:652	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	28159972.0
BMP7	Gene	ENTREZ:655	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	12808448.0
BMP7	Gene	ENTREZ:655	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	31495264.0
BMP7	Gene	ENTREZ:655	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::D::Gene:Disease	FIBROAD	19193779.0
BMP7	Gene	ENTREZ:655	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	17127702.0
BRD4	Gene	ENTREZ:23476	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31409188.0
BRD4	Gene	ENTREZ:23476	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	26644586.0
BRD4	Gene	ENTREZ:23476	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	28063381.0
BRD4	Gene	ENTREZ:23476	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	33290278.0
CAV1	Gene	ENTREZ:857	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	25665524.0
CAV1	Gene	ENTREZ:857	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	31826982.0
CAV1	Gene	ENTREZ:857	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	31492508.0
CAV1	Gene	ENTREZ:857	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::D::Gene:Disease	FIBROAD	25550395.0
CAV1	Gene	ENTREZ:857	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	11498544.0
CAV1	Gene	ENTREZ:857	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	27895190.0
CCL1	Gene	ENTREZ:6346	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	22031018.0
CCL1	Gene	ENTREZ:6346	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	32586381.0
CCL1	Gene	ENTREZ:6346	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	28526296.0
CCL11	Gene	ENTREZ:6356	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	29467297.0
CCL11	Gene	ENTREZ:6356	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	21851604.0
CCL11	Gene	ENTREZ:6356	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	16314464.0
CCL2	Gene	ENTREZ:6347	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	33159815.0
CCL2	Gene	ENTREZ:6347	chronic pancreatitis	Disease	MONDO:0005003	GNBR::D::Gene:Disease	FIBROAD	26896096.0
CCL2	Gene	ENTREZ:6347	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	33798959.0
CCL2	Gene	ENTREZ:6347	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	22177985.0
CCL3	Gene	ENTREZ:6348	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	15569315.0
CCL3	Gene	ENTREZ:6348	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	21851604.0
CCL3	Gene	ENTREZ:6348	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	24890045.0
CCL5	Gene	ENTREZ:6352	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	28011329.0
CCL5	Gene	ENTREZ:6352	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	28318046.0
CCL5	Gene	ENTREZ:6352	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	20978355.0
CCL5	Gene	ENTREZ:6352	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	27639593.0
CCN2	Gene	ENTREZ:1490	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30716392.0
CCN2	Gene	ENTREZ:1490	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	28376190.0
CCN2	Gene	ENTREZ:1490	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31495264.0
CCN2	Gene	ENTREZ:1490	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30898581.0
CCR1	Gene	ENTREZ:1230	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19603542.0
CCR1	Gene	ENTREZ:1230	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	14747380.0
CCR1	Gene	ENTREZ:1230	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	15569315.0
CCR1	Gene	ENTREZ:1230	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	11805137.0
CCR1	Gene	ENTREZ:1230	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	17229070.0
CCR2	Gene	ENTREZ:729230	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31813573.0
CCR2	Gene	ENTREZ:729230	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31439648.0
CCR2	Gene	ENTREZ:729230	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30179264.0
CCR2	Gene	ENTREZ:729230	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	29572892.0
CCR3	Gene	ENTREZ:1232	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	29467297.0
CCR3	Gene	ENTREZ:1232	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	16314464.0
CCR3	Gene	ENTREZ:1232	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	17148674.0
CCR5	Gene	ENTREZ:1234	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30179264.0
CCR5	Gene	ENTREZ:1234	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19603542.0
CCR5	Gene	ENTREZ:1234	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	23526353.0
CCR5	Gene	ENTREZ:1234	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	29336497.0
CD274	Gene	ENTREZ:29126	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	30257954.0
CD274	Gene	ENTREZ:29126	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	31201259.0
CD274	Gene	ENTREZ:29126	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	32493933.0
CD274	Gene	ENTREZ:29126	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	30763282.0
CEBPB	Gene	ENTREZ:1051	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	29511346.0
CEBPB	Gene	ENTREZ:1051	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	28002407.0
CEBPB	Gene	ENTREZ:1051	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	19297554.0
CEBPB	Gene	ENTREZ:1051	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	24947615.0
CFTR	Gene	ENTREZ:1080	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	18304008.0
CFTR	Gene	ENTREZ:1080	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	24973281.0
CFTR	Gene	ENTREZ:1080	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	32243806.0
CFTR	Gene	ENTREZ:1080	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	25350163.0
COL18A1	Gene	ENTREZ:80781	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	27165830.0
COL18A1	Gene	ENTREZ:80781	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	22649092.0
COL18A1	Gene	ENTREZ:80781	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	23688086.0
COL1A1	Gene	ENTREZ:1277	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	33398455.0
COL1A1	Gene	ENTREZ:1277	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	20117381.0
COL1A1	Gene	ENTREZ:1277	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	30830875.0
COL1A1	Gene	ENTREZ:1277	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	27993716.0
COL1A2	Gene	ENTREZ:1278	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	21864682.0
COL1A2	Gene	ENTREZ:1278	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	16815696.0
COL1A2	Gene	ENTREZ:1278	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	27503806.0
COL3A1	Gene	ENTREZ:1281	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	29899023.0
COL3A1	Gene	ENTREZ:1281	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	33398455.0
COL3A1	Gene	ENTREZ:1281	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	20117381.0
COMP	Gene	ENTREZ:1311	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	27318326.0
COMP	Gene	ENTREZ:1311	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	16520029.0
COMP	Gene	ENTREZ:1311	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	18408251.0
CXCL12	Gene	ENTREZ:6387	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19434726.0
CXCL12	Gene	ENTREZ:6387	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30700545.0
CXCL12	Gene	ENTREZ:6387	chronic pancreatitis	Disease	MONDO:0005003	GNBR::D::Gene:Disease	FIBROAD	30748094.0
CXCL12	Gene	ENTREZ:6387	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	15286810.0
CXCL12	Gene	ENTREZ:6387	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	32384208.0
CXCR2	Gene	ENTREZ:3579	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29514257.0
CXCR2	Gene	ENTREZ:3579	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	32639881.0
CXCR2	Gene	ENTREZ:3579	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	15105284.0
CXCR2	Gene	ENTREZ:3579	chronic pancreatitis	Disease	MONDO:0005003	GNBR::G::Gene:Disease	FIBROAD	21926469.0
CXCR4	Gene	ENTREZ:7852	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19434726.0
CXCR4	Gene	ENTREZ:7852	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	26602164.0
CXCR4	Gene	ENTREZ:7852	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30700545.0
CXCR4	Gene	ENTREZ:7852	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	32440550.0
CXCR4	Gene	ENTREZ:7852	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	18268039.0
CXCR4	Gene	ENTREZ:7852	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	32384208.0
DCN	Gene	ENTREZ:1634	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	8597951.0
DCN	Gene	ENTREZ:1634	neurofibroma	Disease	MONDO:0016755	GNBR::D::Gene:Disease	FIBROAD	23983032.0
DCN	Gene	ENTREZ:1634	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	30528862.0
DCN	Gene	ENTREZ:1634	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	15949932.0
DCN	Gene	ENTREZ:1634	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	11254537.0
EDN1	Gene	ENTREZ:1906	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31177814.0
EDN1	Gene	ENTREZ:1906	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	31747868.0
EDN1	Gene	ENTREZ:1906	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	9279246.0
EDN1	Gene	ENTREZ:1906	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	22183953.0
EDN1	Gene	ENTREZ:1906	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	8981923.0
EDN1	Gene	ENTREZ:1906	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	7615814.0
EGF	Gene	ENTREZ:1950	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	24677197.0
EGF	Gene	ENTREZ:1950	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	25311535.0
EGF	Gene	ENTREZ:1950	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	10903338.0
