Fibrosis,Interaction,scores
CCL5,ADORA3,920
CCL5,ADCY7,903
CCL5,GPSM1,900
CCL5,HCAR1,906
CCL5,GNB1,900
CCL5,IL6,934
CCL5,CXCL9,991
CCL5,FPR1,931
CCL5,DRD3,902
CCL5,GPR37,900
CCL5,CXCR4,983
CCL5,GPR55,906
CCL5,CXCL16,963
CCL5,HTR5A,900
CCL5,CCL20,979
CCL5,CCR7,971
CCL5,P2RY12,924
CCL5,TAS2R43,900
CCL5,GNG10,900
CCL5,TAS2R14,900
CCL5,GPR183,918
CCL5,NPW,900
CCL5,PENK,902
CCL5,CCL28,928
CCL5,NPY2R,916
CCL5,IL13,825
CCL5,RLN3,900
CCL5,OPRD1,917
CCL5,IL18,717
CCL5,CXCR6,960
CCL5,HTR1E,900
CCL5,PF4,990
CCL5,PSAP,900
CCL5,ADCY2,900
CCL5,MMP3,702
CCL5,S1PR3,917
CCL5,GNAI1,900
CCL5,FPR3,916
CCL5,MMP9,801
CCL5,TAS2R46,900
CCL5,AGTR2,947
CCL5,CNR1,918
CCL5,CORT,919
CCL5,TAS2R60,900
CCL5,GNG3,900
CCL5,ANXA1,951
CCL5,GRM2,900
CCN2,ITGAM,925
CCN2,JUN,743
CCN2,MAPK8,747
CCN2,TGFB1,989
CCN2,TEAD3,946
CCN2,SOX9,758
CCN2,AGT,745
CCN2,CXCL12,773
CCN2,BMP4,777
CCN2,TP53,714
CCN2,PTHLH,706
CCN2,IGF1,758
CCN2,EGFR,830
CCN2,DCN,802
CCN2,FGF2,803
CCN2,BMP7,732
CCN2,SERPINE1,766
CCN2,TEAD2,947
CCN2,SNAI1,711
CCN2,SMAD3,848
CCN2,TGFB3,968
CCN2,SMAD2,844
CCN2,LRP1,731
CCN2,CDH1,738
CCN2,NOTCH1,744
CCN2,THBS1,740
CCN2,TGFBR2,950
CCN2,CYR61,825
CCN2,TIMP1,701
CCN2,ITGB2,925
CCN2,MMP2,751
CCN2,SMAD7,816
CCN2,TEAD4,972
CCN2,LATS1,761
CCN2,COL1A1,862
CCN2,RUNX3,907
CCN2,EDN1,862
CCN2,TEAD1,965
CCN2,FBN1,744
CCN2,WWTR1,981
CCN2,YAP1,988
CCN2,TGFBR3,933
CCN2,LOX,764
CCN2,IGFBP7,790
CCN2,CCL2,824
CCN2,ACAN,715
CCN2,ENSG00000264813,734
CCN2,VEGFA,925
CCN2,EGR1,715
CCN2,IL6,807
CCN2,COL1A2,858
CCN2,MMP3,721
CCN2,TGFB2,765
CCN2,FN1,950
CCN2,ACE,736
CCN2,COL3A1,817
CCR1,ITGAM,748
CCR1,GNB4,918
CCR1,TAS2R42,900
CCR1,GNG5,914
CCR1,TAS2R19,900
CCR1,OPRM1,903
CCR1,NPY5R,901
CCR1,C3AR1,961
CCR1,ADRA2A,900
CCR1,CCR4,902
CCR1,GPR31,906
CCR1,PDYN,901
CCR1,HTR1A,901
CCR1,XCL1,806
CCR1,GNAI2,932
CCR1,AGT,904
CCR1,LCP2,707
CCR1,SSTR5,900
CCR1,C3,914
CCR1,NMUR2,900
CCR1,CXCL12,969
CCR1,DRD4,901
CCR1,CXCL3,946
CCR1,OXER1,910
CCR1,TAS2R10,900
CCR1,CCL4L1,967
CCR1,NPY1R,902
CCR1,OPRK1,902
CCR1,CCL5,993
CCR1,TAS2R30,900
CCR1,SSTR2,900
CCR1,CCL17,833
CCR1,CCL14,781
CCR1,CHRM4,900
CCR1,ACKR3,917
CCR1,RXFP4,903
CCR1,CXCL11,962
CCR1,GPSM3,919
CCR1,GNG11,917
CCR1,TAS2R40,903
CCR1,CCL11,895
CCR1,GNB2,915
CCR1,SSTR4,900
CCR1,KNG1,910
CCR1,ADRA2C,900
CCR1,GRM3,901
CCR1,NPBWR1,901
CCR1,CCL21,972
CCR1,NMS,900
CCR1,CCL3,977
CCR1,LPAR3,901
CCR1,NPY4R,902
CCR1,APLN,900
CCR1,NMUR1,900
CCR1,SST,907
CCR1,INSL5,900
CCR1,CXCR1,933
CCR1,NPY,902
CCR1,GAL,902
CCR1,MTNR1B,900
CCR1,CCL15,955
CCR1,GNG7,912
CCR1,CXCL6,942
CCR1,CXCR5,916
CCR1,HTR1F,900
CCR1,CCR2,933
CCR1,CCL25,947
CCR1,HCAR3,920
CCR1,TAS2R50,900
CCR1,POMC,905
CCR1,RXFP3,900
CCR1,TAS2R4,900
CCR1,HCAR2,915
CCR1,CCL23,759
CCR1,GRM6,901
CCR1,CCL1,967
CCR1,SAA1,910
CCR1,CHRM2,908
CCR1,ADCY8,904
CCR1,MTNR1A,900
CCR1,GNB3,915
CCR1,ADCY9,903
CCR1,CXCL8,961
CCR1,GALR2,900
CCR1,GNB5,915
CCR1,TAS2R39,906
CCR1,IL10,958
CCR1,FPR2,927
CCR1,PF4V1,740
CCR1,PYY,900
CCR1,HTR1D,900
CCR1,GPR18,903
CCR1,ADCY3,904
CCR1,S1PR4,917
CCR1,CCR5,933
CCR1,TAS2R31,900
CCR1,CCR9,912
CCR1,CCL7,980
CCR1,CCL16,978
CCR1,TAS2R3,900
CCR1,CCL27,932
CCR1,XCL2,726
CCR1,CXCL2,957
CCR1,S1PR5,908
CCR1,GNG12,914
CCR1,CCL3L3,862
CCR1,P2RY14,906
CCR1,MCHR1,902
CCR1,CCL13,972
CCR1,CXCL13,957
CCR1,PTGDR2,904
CCR1,TAS2R1,900
CCR1,TLR4,772
CCR1,CXCL10,972
CCR1,LPAR1,903
CCR1,PPBP,943
CCR1,GNAI3,915
CCR1,SSTR1,900
CCR1,CCR10,909
CCR1,CXCR3,918
CCR1,PTGER3,903
CCR1,GNGT2,922
CCR1,CCL22,886
CCR1,GPSM2,900
CCR1,P2RY13,922
CCR1,TAS2R5,901
CCR1,GNGT1,912
CCR1,SSTR3,900
CCR1,CXCL14,744
CCR1,OXGR1,901
CCR1,ADCY4,906
CCR1,GNG8,912
CCR1,TAS2R7,902
CCR1,CCR3,914
CCR1,ADORA1,909
CCR1,BDKRB1,900
CCR1,GNAT3,918
CCR1,C5AR1,931
CCR1,CCL24,819
CCR1,GABBR1,900
CCR1,GRM4,901
CCR1,HRH4,902
CCR1,PMCH,904
CCR1,ADRA2B,900
CCR1,GPER1,902
CCR1,MCHR2,900
CCR1,HRH3,903
CCR1,CXCL5,955
CCR1,CX3CR1,923
CCR1,ADCY5,904
CCR1,CASR,904
CCR1,APLNR,911
CCR1,NPBWR2,901
CCR1,GALR3,900
CCR1,GNG13,912
CCR1,CX3CL1,962
CCR1,CCL19,980
CCR1,ADCY1,904
CCR1,PNOC,906
CCR1,GRM8,901
CCR1,CXCR2,918
CCR1,TAS1R2,901
CCR1,STAT3,951
CCR1,TAS2R20,900
CCR1,APP,915
CCR1,CXCL1,960
CCR1,C5,903
CCR1,S1PR2,911
CCR1,GNG4,913
CCR1,TAS2R13,901
CCR1,GPR17,902
CCR1,HTR1B,902
CCR1,LPAR5,907
CCR1,SUCNR1,914
CCR1,S1PR1,917
CCR1,CNR2,908
CCR1,TAS2R9,900
CCR1,GNG2,915
CCR1,CCL2,964
CCR1,CCL4,989
CCR1,GRM7,901
CCR1,BDKRB2,900
CCR1,DRD2,902
CCR1,GABBR2,900
CCR1,CD86,702
CCR1,NPB,901
CCR1,CCR8,908
CCR1,CCL26,865
CCR1,TAS1R3,910
CCR1,GRK6,722
CCR1,GPR37L1,900
CCR1,P2RY4,900
CCR1,PPY,900
CCR1,CCL8,938
CCR1,ADCY6,904
CCR1,PCP2,900
CCR1,TAS1R1,901
CCR1,LPAR2,900
CCR1,HEBP1,900
CCR1,TAS2R16,900
CCR1,TAS2R41,900
CCR1,TAS2R38,900
CCR1,TAS2R8,900
CCR1,GALR1,902
CCR1,NMU,902
CCR1,OPRL1,906
CCR1,ADORA3,926
CCR1,ADCY7,907
CCR1,GPSM1,900
CCR1,HCAR1,907
CCR1,GNB1,915
CCR1,CXCL9,967
CCR1,FPR1,927
CCR1,DRD3,905
CCR1,GPR37,900
CCR1,CXCR4,921
CCR1,GPR55,908
CCR1,CXCL16,948
CCR1,HTR5A,907
CCR1,CCL20,960
CCR1,CCR7,919
CCR1,P2RY12,909
CCR1,TAS2R43,900
CCR1,GNG10,929
CCR1,TAS2R14,904
CCR1,GPR183,918
CCR1,NPW,900
CCR1,PENK,900
CCR1,CCL28,908
CCR1,NPY2R,901
CCR1,RLN3,900
CCR1,OPRD1,902
CCR1,CXCR6,915
CCR1,HTR1E,901
CCR1,CCL18,844
CCR1,PF4,955
CCR1,PSAP,904
CCR1,ARRB1,708
CCR1,ADCY2,904
CCR1,S1PR3,909
CCR1,GNAI1,915
CCR1,FPR3,932
CCR1,TAS2R46,900
CCR1,AGTR2,900
CCR1,CNR1,911
CCR1,CORT,903
CCR1,TAS2R60,900
CCR1,GNG3,922
CCR1,ANXA1,912
CCR1,GRM2,901
CCR2,ITGAM,841
CCR2,GNB4,915
CCR2,TAS2R42,900
CCR2,GNG5,913
CCR2,TAS2R19,900
CCR2,OPRM1,907
CCR2,NPY5R,902
CCR2,JAK3,700
CCR2,ITGAX,746
CCR2,C3AR1,933
CCR2,ADRA2A,900
CCR2,CCR4,925
CCR2,IL2,735
CCR2,GPR31,901
CCR2,PDYN,905
CCR2,HTR1A,900
CCR2,XCL1,803
CCR2,GNAI2,916
CCR2,AGT,919
CCR2,SSTR5,900
CCR2,SELL,712
CCR2,C3,925
CCR2,NMUR2,900
CCR2,CXCL12,975
CCR2,DRD4,904
CCR2,CXCL3,945
CCR2,OXER1,910
CCR2,TAS2R10,900
CCR2,CCL4L1,964
CCR2,NPY1R,901
CCR2,OPRK1,906
CCR2,CCL5,988
CCR2,TAS2R30,900
CCR2,SSTR2,900
CCR2,CCL17,854
CCR2,CHRM4,901
CCR2,ACKR3,913
CCR2,CCR1,933
CCR2,RXFP4,900
CCR2,CXCL11,956
CCR2,GPSM3,919
CCR2,GNG11,913
CCR2,TAS2R40,903
CCR2,CCL11,958
CCR2,GNB2,915
CCR2,SSTR4,900
CCR2,KNG1,918
CCR2,ADRA2C,901
CCR2,GRM3,904
CCR2,NPBWR1,903
CCR2,CCL21,964
CCR2,NMS,900
CCR2,CCL3,903
CCR2,LPAR3,901
CCR2,NPY4R,902
CCR2,APLN,900
CCR2,NMUR1,900
CCR2,SST,925
CCR2,INSL5,900
CCR2,CXCR1,928
CCR2,NPY,907
CCR2,GAL,911
CCR2,MTNR1B,900
CCR2,CCL15,765
CCR2,GNG7,913
CCR2,CXCL6,941
CCR2,CXCR5,916
CCR2,HTR1F,900
CCR2,CCL25,951
CCR2,HCAR3,910
CCR2,TAS2R50,900
CCR2,POMC,919
CCR2,RXFP3,900
CCR2,TAS2R4,900
CCR2,HCAR2,910
CCR2,GRM6,902
CCR2,CCL1,954
CCR2,SAA1,916
CCR2,CHRM2,902
CCR2,ADCY8,904
CCR2,IL4,805
CCR2,MTNR1A,900
CCR2,GNB3,917
CCR2,ADCY9,903
CCR2,CXCL8,967
CCR2,GALR2,900
CCR2,GNB5,915
CCR2,TAS2R39,902
CCR2,IL10,980
CCR2,FPR2,923
CCR2,PYY,900
CCR2,HTR1D,902
CCR2,GPR18,904
CCR2,ADCY3,904
CCR2,S1PR4,921
CCR2,CCR5,950
CCR2,TAS2R31,900
CCR2,CCR9,919
CCR2,CCL7,985
CCR2,CCL16,960
CCR2,TAS2R3,900
CCR2,CCL27,934
CCR2,XCL2,730
CCR2,CXCL2,964
CCR2,ICAM1,749
CCR2,S1PR5,915
CCR2,GNG12,912
CCR2,CCL3L3,801
CCR2,P2RY14,909
CCR2,MCHR1,901
CCR2,CCL13,972
CCR2,CXCL13,952
CCR2,PTGDR2,906
CCR2,TAS2R1,900
CCR2,TLR4,723
CCR2,CXCL10,971
CCR2,LPAR1,906
CCR2,CSF1R,729
CCR2,PPBP,948
CCR2,GNAI3,915
CCR2,SSTR1,900
CCR2,CCR10,909
CCR2,CXCR3,926
CCR2,PTGER3,912
CCR2,GNGT2,918
CCR2,CCL22,893
CCR2,GPSM2,900
CCR2,P2RY13,922
CCR2,TAS2R5,900
CCR2,GNGT1,912
CCR2,SSTR3,901
CCR2,CXCL14,757
CCR2,OXGR1,900
CCR2,ADCY4,904
CCR2,GNG8,912
CCR2,TAS2R7,905
CCR2,CCR3,919
CCR2,ADORA1,913
CCR2,BDKRB1,900
CCR2,GNAT3,938
CCR2,C5AR1,926
CCR2,CCL24,802
CCR2,GABBR1,906
CCR2,GRM4,901
CCR2,HRH4,906
CCR2,PMCH,901
CCR2,ADRA2B,901
CCR2,GPER1,900
CCR2,MCHR2,900
CCR2,HRH3,904
CCR2,CXCL5,955
CCR2,CX3CR1,933
CCR2,ADCY5,904
CCR2,CASR,921
CCR2,APLNR,911
CCR2,NPBWR2,902
CCR2,GALR3,900
CCR2,GNG13,912
CCR2,CX3CL1,970
CCR2,CCL19,965
CCR2,ADCY1,904
CCR2,PNOC,905
CCR2,GRM8,901
CCR2,JAK2,885
CCR2,CXCR2,919
CCR2,VCAM1,762
CCR2,TAS1R2,901
CCR2,STAT3,949
CCR2,TAS2R20,900
CCR2,APP,928
CCR2,CXCL1,966
CCR2,C5,908
CCR2,S1PR2,920
CCR2,GNG4,919
CCR2,TAS2R13,900
CCR2,GPR17,902
CCR2,HTR1B,900
CCR2,LPAR5,906
CCR2,SUCNR1,907
CCR2,S1PR1,917
CCR2,CNR2,919
CCR2,GNG2,915
CCR2,TAS2R9,900
CCR2,ADRBK1,841
CCR2,CCL2,997
CCR2,CCL4,979
CCR2,GRM7,901
CCR2,BDKRB2,901
CCR2,DRD2,903
CCR2,GABBR2,900
CCR2,CD86,724
CCR2,NPB,900
CCR2,CCR8,911
CCR2,CCL26,749
CCR2,TAS1R3,929
CCR2,TLR2,769
CCR2,GPR37L1,900
CCR2,P2RY4,901
CCR2,PPY,900
CCR2,CCL8,962
CCR2,ADCY6,904
CCR2,PCP2,900
CCR2,TAS1R1,901
CCR2,LPAR2,900
CCR2,HEBP1,900
CCR2,TAS2R16,900
CCR2,TAS2R41,901
CCR2,TAS2R38,900
CCR2,TAS2R8,900
CCR2,GALR1,900
CCR2,NMU,902
CCR2,OPRL1,907
CCR2,ADORA3,917
CCR2,ADCY7,908
CCR2,GPSM1,900
CCR2,HCAR1,902
CCR2,GNB1,915
CCR2,IL6,704
CCR2,CXCL9,968
CCR2,FPR1,919
CCR2,DRD3,911
CCR2,GPR37,901
CCR2,GRK5,702
CCR2,CXCR4,921
CCR2,GPR55,909
CCR2,CXCL16,947
CCR2,PTPRC,783
CCR2,HTR5A,901
CCR2,CCL20,962
CCR2,CCR7,919
CCR2,P2RY12,915
CCR2,TAS2R43,900
CCR2,GNG10,913
CCR2,TAS2R14,901
CCR2,GPR183,915
CCR2,NPW,900
CCR2,ARRB2,722
CCR2,PENK,902
CCR2,CCL28,909
CCR2,NPY2R,902
CCR2,CD68,703
CCR2,RLN3,900
CCR2,OPRD1,907
CCR2,CXCR6,915
CCR2,HTR1E,901
CCR2,CCL18,850
CCR2,PF4,951
CCR2,PSAP,901
CCR2,ARRB1,744
CCR2,ADCY2,904
CCR2,S1PR3,912
CCR2,GNAI1,917
CCR2,FPR3,917
CCR2,TAS2R46,900
CCR2,AGTR2,902
CCR2,CNR1,921
CCR2,CORT,904
CCR2,TAS2R60,900
CCR2,GNG3,913
CCR2,ANXA1,914
CCR2,GRM2,903
CCR3,GNB4,916
CCR3,TAS2R42,900
CCR3,GNG5,914
CCR3,IL5,702
CCR3,TAS2R19,900
CCR3,OPRM1,902
CCR3,NPY5R,901
CCR3,C3AR1,919
CCR3,ADRA2A,900
CCR3,CCR4,903
CCR3,IL2,717
CCR3,GPR31,905
CCR3,PDYN,900
CCR3,HTR1A,902
CCR3,XCL1,804
CCR3,GNAI2,915
CCR3,AGT,904
CCR3,SSTR5,900
CCR3,C3,912
CCR3,NMUR2,900
CCR3,CXCL12,966
CCR3,DRD4,901
CCR3,CXCL3,939
CCR3,OXER1,905
CCR3,TAS2R10,900
CCR3,CCL4L1,963
CCR3,NPY1R,902
CCR3,OPRK1,902
CCR3,CCL5,992
CCR3,TAS2R30,900
CCR3,SSTR2,900
CCR3,CCL17,867
CCR3,CCL14,744
CCR3,CHRM4,900
CCR3,ACKR3,914
CCR3,CCR1,914
CCR3,ADRB2,908
CCR3,RXFP4,902
CCR3,CXCL11,982
CCR3,GPSM3,903
CCR3,GNG11,917
CCR3,GNAQ,914
CCR3,TAS2R40,904
CCR3,CCL11,999
CCR3,GNB2,915
CCR3,SSTR4,900
CCR3,KNG1,910
CCR3,ADRA2C,900
CCR3,GRM3,901
CCR3,NPBWR1,900
CCR3,CCL21,956
CCR3,NMS,900
CCR3,CCL3,916
CCR3,LPAR3,903
CCR3,NPY4R,902
CCR3,CHRM1,900
CCR3,APLN,900
CCR3,NMUR1,900
CCR3,SST,906
CCR3,INSL5,900
CCR3,CXCR1,930
CCR3,NPY,902
CCR3,GAL,900
CCR3,MTNR1B,900
CCR3,CCL15,937
CCR3,GNG7,912
CCR3,F2,904
CCR3,CXCL6,931
CCR3,CXCR5,915
CCR3,HTR1F,900
CCR3,CCR2,919
CCR3,CCL25,951
CCR3,HCAR3,907
CCR3,TAS2R50,900
CCR3,POMC,907
CCR3,RXFP3,900
CCR3,TAS2R4,900
CCR3,HCAR2,905
CCR3,GRM6,901
CCR3,CCL1,952
CCR3,SAA1,923
CCR3,CHRM2,907
CCR3,ADCY8,906
CCR3,MTNR1A,900
CCR3,GNB3,915
CCR3,ADCY9,903
CCR3,CXCL8,958
CCR3,GALR2,900
CCR3,GNB5,915
CCR3,TAS2R39,904
CCR3,FPR2,914
CCR3,PF4V1,740
CCR3,PYY,900
CCR3,HTR1D,900
CCR3,GPR18,902
CCR3,ADCY3,904
CCR3,S1PR4,910
CCR3,CCR5,908
CCR3,TAS2R31,900
CCR3,CCR9,915
CCR3,CCL7,956
CCR3,CCL16,941
CCR3,TAS2R3,900
CCR3,CCL27,940
CCR3,XCL2,726
CCR3,CXCL2,944
CCR3,S1PR5,901
CCR3,GNG12,913
CCR3,CCL3L3,830
CCR3,P2RY14,902
CCR3,MCHR1,903
CCR3,CCL13,977
CCR3,CXCL13,951
CCR3,PTGDR2,920
CCR3,TAS2R1,900
CCR3,CXCL10,978
CCR3,LPAR1,904
CCR3,PPBP,937
CCR3,GNAI3,915
CCR3,SSTR1,900
CCR3,PTGER1,904
CCR3,CCR10,912
CCR3,CXCR3,920
CCR3,ADRA1B,900
CCR3,PTGER3,905
CCR3,GNGT2,913
CCR3,CCL22,848
CCR3,GPSM2,900
CCR3,P2RY13,903
CCR3,TAS2R5,900
CCR3,HTR2C,900
CCR3,GNGT1,912
CCR3,SSTR3,900
CCR3,CXCL14,712
CCR3,OXGR1,901
CCR3,ADCY4,904
CCR3,GNG8,912
CCR3,TAS2R7,902
CCR3,ADORA1,908
CCR3,BDKRB1,900
CCR3,GNAT3,918
CCR3,C5AR1,916
CCR3,CCL24,970
CCR3,EDN1,917
CCR3,GABBR1,900
CCR3,GRM4,901
CCR3,HRH4,905
CCR3,PMCH,918
CCR3,ADRA2B,900
CCR3,GPER1,901
CCR3,MCHR2,900
CCR3,HRH3,902
CCR3,CXCL5,951
CCR3,CX3CR1,913
CCR3,ADCY5,904
CCR3,CASR,901
CCR3,APLNR,921
CCR3,NPBWR2,901
CCR3,GALR3,900
CCR3,GNG13,912
CCR3,CX3CL1,953
CCR3,CCL19,963
CCR3,ADCY1,905
CCR3,PNOC,901
CCR3,GRM8,901
CCR3,CXCR2,919
CCR3,TAS1R2,901
CCR3,GNAS,914
CCR3,TAS2R20,900
CCR3,APP,915
CCR3,CXCL1,952
CCR3,C5,904
CCR3,S1PR2,902
CCR3,GNG4,912
CCR3,TAS2R13,900
CCR3,GPR17,902
CCR3,HTR1B,900
CCR3,LPAR5,903
CCR3,SUCNR1,902
CCR3,S1PR1,916
CCR3,CNR2,906
CCR3,GNG2,913
CCR3,TAS2R9,900
CCR3,ADRBK1,918
CCR3,CCL2,912
CCR3,CCL4,983
CCR3,GRM7,901
CCR3,BDKRB2,900
CCR3,DRD2,901
CCR3,GABBR2,902
CCR3,NPB,900
CCR3,CCR8,909
CCR3,CCL26,980
CCR3,TAS1R3,910
CCR3,GRK6,708
CCR3,GPR37L1,900
CCR3,P2RY4,900
CCR3,PPY,900
CCR3,CCL8,976
CCR3,ADCY6,904
CCR3,PCP2,900
CCR3,TAS1R1,901
CCR3,LPAR2,901
CCR3,HEBP1,900
CCR3,TAS2R16,900
CCR3,TAS2R41,900
CCR3,TAS2R38,900
CCR3,TAS2R8,900
CCR3,GALR1,901
CCR3,NMU,900
CCR3,OPRL1,902
CCR3,ADORA3,907
CCR3,ADCY7,906
CCR3,GPSM1,900
CCR3,HCAR1,906
CCR3,GNB1,915
CCR3,CXCL9,974
CCR3,FPR1,910
CCR3,DRD3,902
CCR3,GPR37,900
CCR3,CXCR4,916
CCR3,GPR55,904
CCR3,CXCL16,938
CCR3,HTR5A,900
CCR3,CCL20,953
CCR3,CCR7,916
CCR3,P2RY12,904
CCR3,TAS2R43,900
CCR3,GNG10,914
CCR3,TAS2R14,902
CCR3,GPR183,904
CCR3,NPW,900
CCR3,PENK,900
CCR3,CCL28,951
CCR3,NPY2R,900
CCR3,RLN3,900
CCR3,OPRD1,902
CCR3,IL3,704
CCR3,CXCR6,915
CCR3,HTR1E,900
CCR3,CCL18,832
CCR3,PF4,950
CCR3,PSAP,901
CCR3,ADCY2,904
CCR3,ARRB1,926
CCR3,P2RY2,904
CCR3,S1PR3,904
CCR3,GNAI1,918
CCR3,FPR3,906
CCR3,TAS2R46,900
CCR3,AGTR2,900
CCR3,CNR1,904
CCR3,CORT,900
CCR3,PIK3C2G,905
CCR3,TAS2R60,900
CCR3,GNG3,919
CCR3,ANXA1,906
CCR3,GRM2,901
CCR5,ITGAM,779
CCR5,JUN,928
CCR5,GNB4,915
CCR5,TAS2R42,900
CCR5,GNG5,912
CCR5,TAS2R19,900
CCR5,OPRM1,917
CCR5,NPY5R,900
CCR5,JAK3,725
CCR5,ITGAX,733
CCR5,GNAO1,884
CCR5,CD4,921
CCR5,C3AR1,957
CCR5,ADRA2A,901
CCR5,CCR4,926
CCR5,IL2,855
CCR5,GPR31,907
CCR5,PDYN,904
CCR5,HTR1A,902
CCR5,XCL1,819
CCR5,GNAI2,953
CCR5,AGT,913
CCR5,SSTR5,901
CCR5,SELL,724
CCR5,C3,916
CCR5,TNF,740
CCR5,NMUR2,900
CCR5,CXCL12,975
CCR5,DRD4,906
CCR5,CXCL3,941
CCR5,OXER1,906
CCR5,TAS2R10,900
CCR5,CCL4L1,980
CCR5,NPY1R,905
CCR5,OPRK1,914
CCR5,CCL5,999
CCR5,TAS2R30,900
CCR5,SSTR2,901
CCR5,CCL17,900
CCR5,CCL14,756
CCR5,CHRM4,902
CCR5,ACKR3,914
CCR5,SCD5,725
CCR5,CCR1,933
CCR5,ADRB2,912
CCR5,RXFP4,900
CCR5,CXCL11,968
CCR5,GPSM3,911
CCR5,GNG11,915
CCR5,GNAQ,942
CCR5,TAS2R40,900
CCR5,CCL11,982
CCR5,GNB2,915
CCR5,SSTR4,901
CCR5,KNG1,912
CCR5,ADRA2C,902
CCR5,GRM3,911
CCR5,NPBWR1,900
CCR5,CD28,765
CCR5,CCL21,968
CCR5,NMS,900
CCR5,CCL3,986
CCR5,ITIH4,959
CCR5,LPAR3,901
CCR5,NPY4R,900
CCR5,CHRM1,906
CCR5,CTLA4,732
CCR5,APLN,951
CCR5,NMUR1,900
CCR5,SST,922
CCR5,INSL5,900
CCR5,PPIF,803
CCR5,CXCR1,924
CCR5,NPY,919
CCR5,GAL,902
CCR5,MTNR1B,900
CCR5,CCL15,754
CCR5,GNG7,913
CCR5,F2,910
CCR5,CXCL6,929
CCR5,S100B,705
CCR5,CXCR5,917
CCR5,HTR1F,901
CCR5,CCR2,950
CCR5,CCL25,952
CCR5,HCAR3,912
CCR5,TAS2R50,900
CCR5,POMC,921
CCR5,RXFP3,900
CCR5,TAS2R4,900
CCR5,HCAR2,911
CCR5,IFNG,770
CCR5,GRM6,905
CCR5,CCL1,953
CCR5,SAA1,916
CCR5,CHRM2,912
CCR5,ADCY8,904
CCR5,IL4,797
CCR5,MTNR1A,901
CCR5,GNB3,919
CCR5,ADCY9,903
CCR5,CXCL8,967
CCR5,GALR2,901
CCR5,GNB5,915
CCR5,TAS2R39,902
CCR5,IL10,984
CCR5,FPR2,924
CCR5,PYY,900
CCR5,HTR1D,903
CCR5,GPR18,912
CCR5,ADCY3,904
CCR5,S1PR4,920
CCR5,TAS2R31,901
CCR5,CCR9,909
CCR5,CCL7,923
CCR5,CCL16,954
CCR5,TAS2R3,900
CCR5,CD80,706
CCR5,CCL27,937
CCR5,XCL2,716
CCR5,CXCL2,956
CCR5,S1PR5,911
CCR5,GNG12,912
CCR5,CCL3L3,993
CCR5,TLR8,716
CCR5,P2RY14,913
CCR5,MCHR1,900
CCR5,CCL13,979
CCR5,CXCL13,957
CCR5,PTGDR2,914
CCR5,TAS2R1,901
CCR5,CXCL10,978
CCR5,LPAR1,903
CCR5,CSF1R,730
CCR5,PPBP,941
CCR5,GNAI3,940
CCR5,SSTR1,900
CCR5,PTGER1,906
CCR5,CCR10,910
CCR5,ADRBK2,884
CCR5,CXCR3,928
CCR5,ADRA1B,906
CCR5,PTGER3,907
CCR5,GNGT2,923
CCR5,CCL22,848
CCR5,GPSM2,900
CCR5,P2RY13,921
CCR5,TAS2R5,900
CCR5,HTR2C,903
CCR5,GNGT1,912
CCR5,SSTR3,904
CCR5,CXCL14,713
CCR5,OXGR1,900
CCR5,ADCY4,911
CCR5,GNG8,912
CCR5,TAS2R7,905
CCR5,CCR3,908
CCR5,ADORA1,917
CCR5,BDKRB1,900
CCR5,GNAT3,926
CCR5,C5AR1,930
CCR5,CCL24,800
CCR5,EDN1,925
CCR5,GABBR1,911
CCR5,GRM4,909
CCR5,CD69,731
CCR5,HRH4,905
CCR5,PMCH,900
CCR5,ADRA2B,901
CCR5,GPER1,900
CCR5,MCHR2,900
CCR5,HRH3,904
CCR5,CD2,716
CCR5,CXCL5,952
CCR5,CX3CR1,917
CCR5,ADCY5,904
CCR5,CASR,933
CCR5,APLNR,914
CCR5,NPBWR2,900
CCR5,GALR3,900
CCR5,GNG13,912
CCR5,CX3CL1,964
CCR5,CCL19,972
CCR5,ADCY1,904
CCR5,PNOC,913
CCR5,GRM8,903
CCR5,JAK2,811
CCR5,CXCR2,918
CCR5,TAS1R2,901
CCR5,STAT3,973
CCR5,GNAS,914
CCR5,TAS2R20,900
CCR5,APP,919
CCR5,CXCL1,959
CCR5,C5,905
CCR5,S1PR2,905
CCR5,GNG4,915
CCR5,TAS2R13,900
CCR5,GZMB,707
CCR5,GPR17,903
CCR5,HTR1B,907
CCR5,LPAR5,907
CCR5,SUCNR1,910
CCR5,S1PR1,935
CCR5,CNR2,919
CCR5,TAS2R9,900
CCR5,GNG2,915
CCR5,ADRBK1,957
CCR5,CCL2,967
CCR5,CCL4,997
CCR5,GRM7,906
CCR5,BDKRB2,901
CCR5,DRD2,918
CCR5,GABBR2,906
CCR5,CD86,785
CCR5,NPB,900
CCR5,CCR8,909
CCR5,CCL26,717
CCR5,TAS1R3,915
CCR5,GRK6,709
CCR5,GPR37L1,900
CCR5,P2RY4,900
CCR5,PPY,900
CCR5,CCL8,945
CCR5,ADCY6,904
CCR5,PCP2,900
CCR5,TAS1R1,902
CCR5,LPAR2,904
CCR5,HEBP1,900
CCR5,TAS2R16,901
CCR5,TAS2R41,902
CCR5,TAS2R38,902
CCR5,TAS2R8,900
CCR5,GALR1,900
CCR5,NMU,900
CCR5,OPRL1,916
CCR5,ADORA3,935
CCR5,ADCY7,907
