relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmids	resource
activated_by	TGF-β1	Gene	ENTREZ:21803	PM2.5	Compound	MESH:D052638	"PM2.5 dripped into trachea in mice model activated the expression of Ang II, ERK1/2, and TGF-β1. The activation of renin-angiotensin system (RAS) was suggested to participate in the cardiac fibrosis induced by PM2.5."	33726569	CustomKB
activated_by	Ang II	Gene	ENTREZ:11731	PM2.5	Compound	MESH:D052638	"PM2.5 dripped into trachea in mice model activated the expression of Ang II, ERK1/2, and TGF-β1. The activation of renin-angiotensin system (RAS) was suggested to participate in the cardiac fibrosis induced by PM2.5."	33726569	CustomKB
activated_by	NFκB	Pathway	KEGG:hsa04064	DEPs	Compound	MESH:D001335	Diesel exhaust particles (DEPs) promoted the synthesis of melatonin in a cultured cell line (RAW 264.7 cells) and rat alveolar macrophages via the expression of the gene encoding for AANAT through a mechanism dependent on activation of the NFκB pathway.	32043640	CustomKB
activated_by	AhR and Wnt/β-catenin	Pathway	KEGG:hsa_M00677	PM2.5	Compound	MESH:D052638	"In conclusion, our study suggested that FA supplementation protected against PM2.5 cardiac development toxicity by targeting AhR and Wnt/β-catenin signal pathways."	28722335	CustomKB
activated_by	p70S6K	Gene	ENTREZ:72508	mTOR	Gene	ENTREZ:56717	"Importantly, PP2A-B56α holoenzyme was shown to complex with mTOR/p70S6K/4E-BP1, and suppression of B56α led to enhanced phosphorylation of mTOR, p70S6K, and 4E-BP1."	34740159	CustomKB
activated_by	mTOR	Gene	ENTREZ:56717	Ppp2r1a	Gene	ENTREZ:51792	"Importantly, PP2A-B56α holoenzyme was shown to complex with mTOR/p70S6K/4E-BP1, and suppression of B56α led to enhanced phosphorylation of mTOR, p70S6K, and 4E-BP1."	34740159	CustomKB
activated_by	4E-BP1	Gene	ENTREZ:13685	p70S6K	Gene	ENTREZ:72508	"Importantly, PP2A-B56α holoenzyme was shown to complex with mTOR/p70S6K/4E-BP1, and suppression of B56α led to enhanced phosphorylation of mTOR, p70S6K, and 4E-BP1."	34740159	CustomKB
activated_by	JAK/STAT	Pathway	KEGG:hsa_M00684	PM2.5	Compound	MESH:D052638	"Our study showed that 1,25-vitamin D3 pretreatment protected cardiomyocytes from COFs-derived PM2.5-induced injury by decreasing ROS, apoptosis and inflammation level via activations of the JAK/STAT and NF-κB signaling pathways."	31054378	CustomKB
activated_by	NF-κB	Pathway	KEGG:hsa04064	PM2.5	Compound	MESH:D052638	"Our study showed that 1,25-vitamin D3 pretreatment protected cardiomyocytes from COFs-derived PM2.5-induced injury by decreasing ROS, apoptosis and inflammation level via activations of the JAK/STAT and NF-κB signaling pathways."	31054378	CustomKB
activated_by	reactive oxidative stress (ROS)	Pathway	REACT:R-HSA-9006934	PM	Compound	MESH:D052638	"Akt inhibition decreased UPM-induced ROS formation and p38 and p65 protein phosphorylation, and restored the decreased ZO-1 and E-cadherin expression."	32687961	CustomKB
activated_by	JNK/P53	Pathway	KEGG:hsa04115	PM2.5	Compound	MESH:D052638	"Taken together, PM2.5 exposure induced more serious inflammation and oxidative stress in the circulation system of hyperlipidemic rats, promoted a hypercoagulable state and triggered cardiomyocyte apoptosis, in which JNK/P53 pathway played a key role."	30662344	CustomKB
activated_by	PM2.5	Compound	MESH:D052638	NF-κB pathway	Pathway	KEGG:hsa04064	"NF-κB pathway proteins and downstream inflammatory cytokines were significantly increased after treatment with PM2.5 , while 2-undecanone could decrease expression of these proteins."	35285579	CustomKB
activated_by	EGFR	Gene	ENTREZ:1956	PM2.5	Compound	MESH:D052638	"In short, the Ca2+ concentration and the apoptosis of cells can be regulated via EGFR related pathway after PM2.5 exposure."	33213910	CustomKB
activated_by	notch1 signaling pathway	Pathway	REACT:R-HSA-2644603	Traffic-originated PM2.5 organic component (tPo)	Compound	MESH:D052638	"In summary, loc107985872 upregulated by tPo promoted lung adenocarcinoma progression via the notch1 signaling pathway."	32829169	CustomKB
activated_by	notch1 signaling pathway	Pathway	REACT:R-HSA-2644603	loc107985872	Gene	Unknown:Unknown	"Meanwhile, activation of the notch1 signaling pathway through loc107985872 might be associated with abnormally high expression of its upstream proteins, such as ADAM17, PSEN1 and DLL1."	32829169	CustomKB
activated_by	kappaB kinase (IKK)/nuclear factor-kappaB (NF-κB)	Pathway	KEGG:hsa04064	PM2.5	Compound	MESH:D052638	"The increase in sympathetic tone was accompanied by an inflammatory response in the arcuate nucleus of the hypothalamus, evidenced by increased expression of pro-inflammatory genes and inhibitor kappaB kinase (IKK)/nuclear factor-kappaB (NF-κB) pathway activation."	24240275	CustomKB
activated_by	NF-κB	Pathway	REACT:R-MMU-5676590	PM2.5	Compound	MESH:D052638	"In summary, exposure to PM2.5 could trigger airway inflammation by activating the non-canonical NF-κB signaling pathway, which may be related to the negative feedback regulation mechanism of miR-6747-5p."	32171134	CustomKB
activated_by	PI3K/Akt/mTOR pathway	Pathway	REACT:R-MMU-198203	PM2.5	Compound	MESH:D052638	"This study indicated that the PI3K/Akt/mTOR pathway is involved in the suppression of autophagy induced by PM2.5 in macrophages, the accelerated effect of PM2.5 on atherosclerosis was mediated by down-regulation of macrophages autophagy via activating the PI3K/Akt/mTOR signaling pathway."	33039868	CustomKB
activated_by	NFκB	Pathway	KEGG:hsa04064	PM2.5	Compound	MESH:D052638	"PM2.5 activated NFκB pathway and increased gene expression of IL-1β and IL-6 in NMVMs with hypoxia, which could be effectively reversed by SN-50-induced blockade of NFκB translocation to the nucleus."	28499868	CustomKB
activated_by	STAT3/SOCS3 pathway	Pathway	REACT:R-HSA-198745	IL-6	Gene	ENTREZ:16193	"IL-6 induced activation of the STAT3/SOCS3 pathway in liver, but not other downstream pathways including STAT1, ERK1/2, and PI3K."	31676093	CustomKB
activated_by	cardiac fibrosis	Disease	MONDO:0006746	low molecular weight (LMW) fucoidan	Compound	MESH:C007789	"Our finding demonstrated that LMW could enhance the cardiac status of mice with PM2.5 exposures by rescued QT interval prolongation, action potential and cardiac hypertrophy, and cardiac fibrosis decline."	30112104	CustomKB
activated_by	p53 pathway	Pathway	KEGG:hsa04115	PM2.5	Compound	MESH:D052638	"What's more, basal expression of β2AR and VEGFR2 decreased in heart tissue as the dosage of PM2.5 increasing, meanwhile PM2.5 markedly attenuated PI3K/Akt pathway followed by augmented Bcl-2/BAX and p53 pathway, thus caused a greater number of TUNEL positive cardiomyocytes resulted in cardiac dysfunction in vivo."	30986742	CustomKB
activated_by	MAPK pathways	Pathway	KEGG:hsa04010	Particulate matter	Compound	MESH:D052638	"Upon induction of oxidative stress, a marked increase was observed in the expression of key inflammatory mediators such as COX-2 and PGE2 and the pro-inflammatory cytokines TNF-α and IL-6 via NF-kB and MAPK pathways."	30782534	CustomKB
activated_by	AhR signaling	Pathway	REACT:R-HSA-8937144	PAH	Compound	MESH:D011084	"According to the high concentrations of PAH and other related organic chemicals found in this OEM, CYP1A1 and 1B1 genes exhibited high transcription levels in BEAS-2B cells, thereby supporting both the activation of the critical AhR signaling pathway and the formation of highly reactive ultimate metabolites."	30743243	CustomKB
activated_by	NF-kB	Pathway	KEGG:hsa04064	Particulate matter	Compound	MESH:D052638	"Upon induction of oxidative stress, a marked increase was observed in the expression of key inflammatory mediators such as COX-2 and PGE2 and the pro-inflammatory cytokines TNF-α and IL-6 via NF-kB and MAPK pathways."	30782534	CustomKB
activated_by	MAPKs signaling pathway	Pathway	KEGG:hsa04010	PM2.5	Compound	MESH:D052638	PM2.5 decreases cell viability and increases apoptosis by enhancing intracellular ROS production and activating the MAPKs signaling pathway in H9c2 cells.	26472149	CustomKB
activated_by	SCF	Compound	MESH:D019089	Akt activation	Pathway	REACT:R-MMU-198203	Treatment with SCF increased the frequency of Bcl-2/Bcl-XL-positive bone marrow erythroid cells and sustained Akt activation in megakaryocytes	21868766	CustomKB
activated_by	JAK1/STAT3	Pathway	REACT:R-HSA-198745	PM2.5	Compound	MESH:D052638	These results show that PM2.5 triggered endothelial activation via upregulation of the IL-6 dependent JAK1/STAT3 signaling pathway.	30090403	CustomKB
activated_by	NF-кB pathway	Pathway	KEGG:hsa04064	ROCK	Gene	ENTREZ:6093	"Therefore, our results support that industrial PM2.5 extracts-induced activation of the RhoA/ROCK-dependent NF-кB pathway induces pulmonary adverse effect."	28535594	CustomKB
activated_by	TP53	Gene	ENTREZ:7157	PM2.5	Compound	MESH:D052638	"Accordingly, activation of the TP53-RB gene signaling pathways after the coculture model exposure to PM2.5-0.3 was reported in the L132 cells."	26874047	CustomKB
activated_by	NF-кB pathway	Pathway	KEGG:hsa04064	PM2.5	Compound	MESH:D052638	"Therefore, our results support that industrial PM2.5 extracts-induced activation of the RhoA/ROCK-dependent NF-кB pathway induces pulmonary adverse effect."	28535594	CustomKB
activated_by	RB	Gene	ENTREZ:5925	PM2.5	Compound	MESH:D052638	"Accordingly, activation of the TP53-RB gene signaling pathways after the coculture model exposure to PM2.5-0.3 was reported in the L132 cells."	26874047	CustomKB
activated_by	PI3K/AKT	Pathway	REACT:R-HSA-198203	PM(2.5)	Compound	MESH:D052638	"Taken together, our results suggest that PM(2.5)-induced ROS may function as signaling molecules to activate Nrf2-mediated defenses, such as HO-1 expression, against oxidative stress induced by PM(2.5) through the PI3K/AKT signaling pathway."	23525690	CustomKB
activated_by	GLIS3	Gene	ENTREZ:226075	PI3K/AKT	Pathway	REACT:R-MMU-198203	"The exposure activates GLIS3 through the Rap1/PI3K/AKT pathway to promote the expression of proteins related to thyroid hormone synthesis, leading to increased dysregulating TH homeostasis."	35093813	CustomKB
activated_by	NLRP3	Gene	ENTREZ:114548	PM2.5	Compound	MESH:D052638	Exposure to PM2.5 is related to activation of the NOD-like receptor family pyrin domain containing 3 (NLRP3) inflammasome	35064883	CustomKB
activated_by	TGFβ1- NOX	Pathway	REACT:R-MMU-111448	PM2.5	Compound	MESH:D052638	"Intranasal instillation of PM2.5 for 9 weeks induced lung inflammation and pulmonary fibrosis, which was linked with aberrant epithelial-mesenchymal transition, oxidative stress, mitochondrial damage and mitophagy, as well as activation of TGFβ1-PI3K/Akt, TGFβ1- NOX and TGFβ1-NLRP3 pathways."	33780121	CustomKB
activated_by	TGFβ1-PI3K/Akt	Pathway	REACT:R-MMU-198203	PM2.5	Compound	MESH:D052638	"Intranasal instillation of PM2.5 for 9 weeks induced lung inflammation and pulmonary fibrosis, which was linked with aberrant epithelial-mesenchymal transition, oxidative stress, mitochondrial damage and mitophagy, as well as activation of TGFβ1-PI3K/Akt, TGFβ1- NOX and TGFβ1-NLRP3 pathways."	33780121	CustomKB
activated_by	TGFβ1-NLRP3	Pathway	REACT:R-MMU-844456	PM2.5	Compound	MESH:D052638	"Intranasal instillation of PM2.5 for 9 weeks induced lung inflammation and pulmonary fibrosis, which was linked with aberrant epithelial-mesenchymal transition, oxidative stress, mitochondrial damage and mitophagy, as well as activation of TGFβ1-PI3K/Akt, TGFβ1- NOX and TGFβ1-NLRP3 pathways."	33780121	CustomKB
activated_by	D-dencichine	Compound	MESH:C100126	protein kinases1/2 (ERK1/2)	Pathway	REACT:R-MMU-110056	"Further in vitro studies, we demonstrated for the first time that D-dencichine significantly stimulated megakaryocyte adhesion, migration, and proplatelet formation in a dose-dependent manner through extracellular regulated protein kinases1/2 (ERK1/2) and v-akt murine thymoma viral oncogene homolog (AKT) signaling pathways. This study sufficiently characterized the role of the effects of D-dencichine treatment on the regulation of thrombopoiesis and provided a promising avenue for CIT treating."	29666579	CustomKB
activated_by	SCF	Compound	MESH:D019089	Akt	Pathway	REACT:R-MMU-198203	"In chemotherapy-treated megakaryocytes, SCF activated Akt, neutralized the mitochondrial apoptotic machinery, and inhibited caspase activity."	17510405	CustomKB
activated_by	ABT-737	Compound	MESH:C501332	PKA	Pathway	REACT:R-MMU-163615	"In conclusion, we show that ABT-737 and TQ activate PKA in a caspase-3-dependent manner, which correlates with platelet inhibition and apoptosis and therefore potentially contributes to the bleeding risk in chemotherapy patients."	28661475	CustomKB
activated_by	D-dencichine	Compound	MESH:C100126	AKT	Pathway	REACT:R-MMU-198203	"Further in vitro studies, we demonstrated for the first time that D-dencichine significantly stimulated megakaryocyte adhesion, migration, and proplatelet formation in a dose-dependent manner through extracellular regulated protein kinases1/2 (ERK1/2) and v-akt murine thymoma viral oncogene homolog (AKT) signaling pathways. This study sufficiently characterized the role of the effects of D-dencichine treatment on the regulation of thrombopoiesis and provided a promising avenue for CIT treating."	29666579	CustomKB
activated_by	PINK1/Parking	Pathway	REACT:R-MMU-5205685	PM2.5	Compound	MESH:D052638	"PM2.5 may induce mitophagy via activating PINK1/Parking signal pathway by increasing ROS, thereby activating HSCs and causing liver fibrosis."	30336408	CustomKB
activated_by	Vasodilator-stimulated phosphoprotein (VASP)	Compound	MESH:C087636	PKA/PKG-activation	Pathway	REACT:R-MMU-163615	"In contrast, both substances induced PKA activation themselves and PKA activation correlated with platelet inhibition and apoptosis"	28661475	CustomKB
activated_by	TQ	Compound	DrugBank:DB16447	PKA	Pathway	REACT:R-MMU-163615	"In conclusion, we show that ABT-737 and TQ activate PKA in a caspase-3-dependent manner, which correlates with platelet inhibition and apoptosis and therefore potentially contributes to the bleeding risk in chemotherapy patients."	28661475	CustomKB
activated_by	ATPase activities	Pathway	REACT:R-MMU-9706019	ethanol extraction of P. ginseng roots	Compound	DrugBank:DB14286	"Regarding the regulation of energy, EEP had a positive impact on promoting ATPase activities and relative protein expression of the PI3K/Akt/mTOR pathway."	36695132	CustomKB
activated_by	IL-17 signaling pathway	Pathway	WikiPathways:WP2112	PM2.5	Compound	MESH:D052638	PM2.5 treatment changed the mRNA expression associated with the IL-17 signaling pathway in the lung and changed the mRNA expression associated with metabolic pathways in the liver.	31871955	CustomKB
activated_by	ingenol	Compound	DrugBank:DB05013	PI3K/Akt	Pathway	REACT:R-MMU-198203	we demonstrated that the activation of PI3K/Akt signaling pathway was involved in ingenol-induced MK differentiation	35077844	CustomKB
activated_by	PM2.5	Compound	MESH:D052638	TGF-β signaling	Pathway	Unknown:Unknown	"Therefore, we concluded that PM2.5 exposure induced lung injury and fibrosis by inducing ferroptosis via TGF-β signaling."	36204510	CustomKB
activated_by	lung cancer	Disease	MONDO:0008903	PM2.5	Compound	MESH:D052638	These results suggested that ambient PM2.5 exposure may increase the expression of miR-200 family and then promote the proliferation and migration of lung cancer cells.	36587786	CustomKB
activated_by	lung cancer	Disease	MONDO:0008903	EGFR pathway	Pathway	REACT:R-HSA-177929	"We found that short-term exposure to PM2.5 for 24 h activated the EGFR pathway in lung cancer cells (EGFR wild-type and mutant), while long-term exposure of lung cancer cells to PM2.5 for 90 days persistently promoted EGFR activation, cell proliferation, anchorage-independent growth, and tumor growth in a xenograft mouse model in EGFR-driven H1975 cancer cells."	36975376	CustomKB
alleviated_by	SCF	Compound	MESH:D019089	thrombocytopenia	Disease	MONDO:0002049	"SCF treatment can prevent the occurrence of chemotherapy-induced anemia and thrombocytopenia in mice, indicating a potential use of this cytokine in the supportive therapy of cancer patients."	21868766	CustomKB
alleviated_by	Allergic rhinitis	Disease	MONDO:0011786	MCC950	Compound	Unknown:Unknown	"MCC950 can selectively inhibit the expression of NLRP3, inhibit the activity of inflammasomes, and reduce nasal mucosal inflammation by regulating the NLRP3-caspase-1-IL-1β pathway."	37742576	CustomKB
alleviated_by	plasmalogens (Pls)	Compound	MESH:D010955	neuro-inflammation	Disease	MONDO:0004466	"Recent evidence showed that these phospholipids enhanced memory and reduced neuro-inflammation in the murine brain. Pls can stimulate the cellular signaling molecules, ERK and Akt, by activating the membrane-bound G protein-coupled receptors (GPCRs). Therefore, recent findings suggest that plasmalogens could be one of the key phospholipids in the brain to enhance memory and inhibit NF."	36347405	CustomKB
alleviated_by	STF083010	Compound	MESH:C556690	male reproductive injury	Disease	MONDO:0003150	"STF083010 exerted specific protective effects on reproductive injury-related effects in male rats exposed to PM2.5, with effects mediated via IRE1/JNK/autophagy signaling."	33486381	CustomKB
alleviated_by	vitamin C and E	Compound	MESH:C107375	toxicity in the male reproductive system	Disease	MONDO:0003150	"These results suggest that PM2.5 from automobile exhaust disrupted spermatogenesis via ROS-mediated MAPK pathways, and that a combined vitamin C and E intervention effectively mitigated toxicity in the male reproductive system."	30326357	CustomKB
alleviated_by	lung cancer	Disease	MONDO:0008903	omega-3 PUFAs	Compound	DrugBank:DB11133	"With regard to air pollution, omega-3 PUFAs intake attenuated the positive relationship between nitrogen oxides (NOx) pollution and lung cancer risk, and an increased incidence of lung cancer was found only in the low omega-3 PUFAs intake group (p < 0.05)."	37094679	CustomKB
alleviated_by	JAK/STAT	Pathway	KEGG:hsa_M00684	"1,25-vitamin D3"	Compound	MESH:C438044	"Our study showed that 1,25-vitamin D3 pretreatment protected cardiomyocytes from COFs-derived PM2.5-induced injury by decreasing ROS, apoptosis and inflammation level via activations of the JAK/STAT and NF-κB signaling pathways."	31054378	CustomKB
alleviated_by	NF-κB	Pathway	KEGG:hsa04064	"1,25-vitamin D3"	Compound	MESH:C438044	"Our study showed that 1,25-vitamin D3 pretreatment protected cardiomyocytes from COFs-derived PM2.5-induced injury by decreasing ROS, apoptosis and inflammation level via activations of the JAK/STAT and NF-κB signaling pathways."	31054378	CustomKB
alleviated_by	SalB	Compound	MESH:C076944	airway inflammation	Disease	MONDO:0100470	SalB protects against PM2.5-induced airway inflammation and oxidative stress in a manner that is associated with the inhibition of the TLR4/MyD88/TRAF-6/NLRP3 pathway and downstream signals ERK1/2 and P38.	35795853	CustomKB
alleviated_by	rhTPO	Compound	DrugBank:DB05332	bleeding	BiologicalProcess	Unknown:Unknown	"This study finds that rhTPO administration is associated with increased platelet counts, alleviated bleeding, and reduced blood transfusion"	36299903	CustomKB
alleviated_by	cardiovascular disease	Disease	MONDO:0004995	2-undecanone	Compound	DrugBank:DB08688	"In conclusion, it is possible that 2-undecanone can induce the expression of the antioxidant enzyme HO-1 by activating Nrf2, thereby reducing NF-κB pathway and inflammatory damage of mouse myocardium caused by PM2.5 exposure."	35285579	CustomKB
alleviated_by	lung injury	Disease	MESH:D055370	Hyp	Compound	MESH:C021304	These findings indicate that Hyp protects against PMs-induced lung injury by suppressing autophagy deregulation and apoptosis through regulation of the AMPK/mTOR pathway.	33737241	CustomKB
alleviated_by	inflammation	Disease	MONDO:0005249	PHTPP	Compound	MESH:C556295	"in addition, intraperitoneal injection of PHTPP (an ERβ inhibitor) showed that the above phenomena have been improved, which demonstrate that Po stimulates IL-6 expression to promote inflammation, EMT phenotype and lung injury through the ERβ pathway."	32841872	CustomKB
alleviated_by	polydatin	Compound	DrugBank:DB11263	ovarian dysfunction	Disease	MONDO:0001889	"Notably, dietary polydatin (PD) supplement has protective effect in mice against PM2.5-induced ovarian dysfunction."	32686359	CustomKB
alleviated_by	low molecular weight (LMW) fucoidan	Compound	MESH:C007789	cardiac hypertrophy	Disease	MONDO:0008647	"Our finding demonstrated that LMW could enhance the cardiac status of mice with PM2.5 exposures by rescued QT interval prolongation, action potential and cardiac hypertrophy, and cardiac fibrosis decline."	30112104	CustomKB
alleviated_by	PI3K/Akt pathway	Pathway	REACT:R-MMU-198203	PM2.5	Compound	MESH:D052638	"What's more, basal expression of β2AR and VEGFR2 decreased in heart tissue as the dosage of PM2.5 increasing, meanwhile PM2.5 markedly attenuated PI3K/Akt pathway followed by augmented Bcl-2/BAX and p53 pathway, thus caused a greater number of TUNEL positive cardiomyocytes resulted in cardiac dysfunction in vivo."	30986742	CustomKB
alleviated_by	Fucosterol	Compound	MESH:C015896	pulmonary tissue inflammation	Disease	MONDO:0005249	"Fucosterol, purified from the brown alga Sargassum binderi (Sonder ex J. Agardh) by bio-assay-guided fractionation and purification, exhibited potential therapeutic effects against CPM-induced detrimental effects."	30782534	CustomKB
alleviated_by	TRPC3	Gene	ENTREZ:22065	cardiac arrhythmias	Disease	MONDO:0005390	"In conclusion, our results demonstrated that exposure to PM2.5 was capable of increasing propensity to cardiac arrhythmias which could be attenuated with TRPC3 inhibition."	30806761	CustomKB
alleviated_by	acute kidney injury	Disease	MONDO:0002492	CEOs (compound essential oils)	Compound	MESH:C087245	CEOs (compound essential oils) have been widely used because of their antioxidant and anti-inflammation properties. Treatment with CEOs substantially attenuated PM2.5-induced acute kidney injury.	30151074	CustomKB
alleviated_by	Y-27632	Compound	DrugBank:DB08756	lung disease	Disease	MONDO:0005275	"Thus, pharmacological inhibition of ROCK activation might have therapeutic potential in preventing lung disease associated with PM2.5."	28535594	CustomKB
alleviated_by	lung injury	Disease	MESH:D055370	ω-3 PUFAs	Metabolite	Unknown:Unknown	"ω-3 PUFAs ameliorate lung histopathological injury, reduce inflammatory responses and oxidative stress, affect lung metabolite profile, and modulate gut microbiota in PM2.5-induced lung injury mice."	36609968	CustomKB
alleviated_by	guanfacine	Compound	DrugBank:DB01018	hypertension	Disease	MONDO:0005044	"The increased basal BP was attenuated by the centrally acting α2a agonist guanfacine, suggesting a role of increased sympathetic tone in CAPs exposure-induced hypertension."	24240275	CustomKB
alleviated_by	apoptosis	SideEffect	MedDRA:10059512	N-acetyl-l-cysteine (NAC)	Compound	MESH:C520033	"Conversely, overexpressing TRPV6 exacerbated cell apoptosis caused by PM2.5, while a reactive oxygen species (ROS) inhibitor N-acetyl-l-cysteine (NAC) alleviated PM2.5-induced apoptosis."	34307318	CustomKB
alleviated_by	"PLAG (1-palmitoyl-2-linoleoyl-3-acetyl-rac-glycerol, acetylated diglyceride)"	Compound	MESH:C488567	chemotherapy-induced thrombocytopenia (CIT)	Disease	MONDO:0002049	Thus PLAG shows its potential to augment the therapeutic effect of anti-cancer drugs-induced thrombocytopenia	29220692	CustomKB
alleviated_by	liver injury	Disease	MONDO:0005154	Juglanin (Jug)	Compound	MESH:C000590800	"Juglanin (Jug), mainly isolated from Polygonum aviculare, exhibits anti-inflammatory and anti-oxidant effects. We found that Jug could increase Nrf2 activation, and then up-regulated SIKE in cells and liver tissues, mitigating PM2.5-induced liver injury."	32863207	CustomKB
alleviated_by	lung cancer	Disease	MONDO:0008903	omega-3 PUFAs	Compound	Unknown:Unknown	"With regard to air pollution, omega-3 PUFAs intake attenuated the positive relationship between nitrogen oxides (NOx) pollution and lung cancer risk, and an increased incidence of lung cancer was found only in the low omega-3 PUFAs intake group (p < 0.05)."	37094679	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	kynurenine pathway (KP)	Pathway	KEGG:hsa00380	ME/CFS	Disease	MONDO:0005404	"Hyperactivation of the KP, whether compensatory or a driving mechanism of degeneration can limit the availability of NAD+ and exacerbate the symptoms of ME/CFS."	35656104	CustomKB
BioMedGPS::AssociatedWith::Pathway:Metabolite	kynurenine pathway (KP)	Pathway	KEGG:hsa00380	nicotinamide adenine dinucleotide (NAD+)	Metabolite	HMDB:HMDB0002012	"Hyperactivation of the KP, whether compensatory or a driving mechanism of degeneration can limit the availability of NAD+ and exacerbate the symptoms of ME/CFS."	35656104	CustomKB
BioMedGPS::AssociatedWith::Anatomy:Compound	liver	Anatomy	MESH:D008099	PM	Compound	MESH:D052638	AMPK activation can ameliorate most of the harmful effects and might become the potential target for treating PM2.5-induced hepatic injury.	32270451	CustomKB
BioMedGPS::AssociatedWith::Anatomy:Compound	kidney	Anatomy	MESH:D007668	PM2.5	Compound	MESH:D052638	"Taken together, our findings indicated that iRhom2 played an essential role in regulating PM2.5-induced chronic renal damage, thus revealing a potential target for preventing chronic kidney diseases development."	30165303	CustomKB
BioMedGPS::AssociatedWith::Disease:Gene	chronic renal diseases	Disease	MONDO:0005300	iRhom2	Gene	ENTREZ:217344	"The inactive rhomboid protein 2 (iRhom2), also known as rhomboid family member 2 (Rhbdf2), is a necessary modulator for shedding of tumor necrosis factor-α (TNF-α) in immune cells, and has been explored in the pathogenesis of chronic renal diseases."	30165303	CustomKB
BioMedGPS::AssociatedWith::Compound:Disease	PM2.5	Compound	MESH:D052638	Membranous nephropathy (MN)	Disease	MONDO:0005376	"Furthermore, we demonstrated the possibility that PM2.5, malignancy, and gene expression specifically induce exposure of these antigens through conformational changes, molecular mimicry, or increased expression eliciting autoimmune responses."	34337081	CustomKB
