source_id	source_type	target_id	target_type	source_name	target_name	relation_type	ttd_gene_id	ttd_pathway_id	resource
SYMBOL:MDM2	Gene	KEGG:hsa05215	Pathway	MDM2	Prostate cancer	Hetionet::GpPW::Gene:Pathway	T00176	hsa05215	TTD
SYMBOL:MDM2	Gene	KEGG:hsa05218	Pathway	MDM2	Melanoma	Hetionet::GpPW::Gene:Pathway	T00176	hsa05218	TTD
SYMBOL:MDM2	Gene	KEGG:hsa05219	Pathway	MDM2	Bladder cancer	Hetionet::GpPW::Gene:Pathway	T00176	hsa05219	TTD
SYMBOL:MDM2	Gene	KEGG:hsa05220	Pathway	MDM2	Chronic myeloid leukemia	Hetionet::GpPW::Gene:Pathway	T00176	hsa05220	TTD
SYMBOL:NFKB2	Gene	KEGG:hsa04010	Pathway	NFKB2	MAPK signaling pathway	Hetionet::GpPW::Gene:Pathway	T00238	hsa04010	TTD
SYMBOL:NFKB2	Gene	KEGG:hsa04064	Pathway	NFKB2	NF-kappa B signaling pathway	Hetionet::GpPW::Gene:Pathway	T00238	hsa04064	TTD
SYMBOL:NFKB2	Gene	KEGG:hsa04380	Pathway	NFKB2	Osteoclast differentiation	Hetionet::GpPW::Gene:Pathway	T00238	hsa04380	TTD
SYMBOL:NFKB2	Gene	KEGG:hsa05134	Pathway	NFKB2	Legionellosis	Hetionet::GpPW::Gene:Pathway	T00238	hsa05134	TTD
SYMBOL:NFKB2	Gene	KEGG:hsa05166	Pathway	NFKB2	HTLV-I infection	Hetionet::GpPW::Gene:Pathway	T00238	hsa05166	TTD
SYMBOL:NFKB2	Gene	KEGG:hsa05169	Pathway	NFKB2	Epstein-Barr virus infection	Hetionet::GpPW::Gene:Pathway	T00238	hsa05169	TTD
SYMBOL:NFKB2	Gene	KEGG:hsa05200	Pathway	NFKB2	Pathways in cancer	Hetionet::GpPW::Gene:Pathway	T00238	hsa05200	TTD
SYMBOL:NFKB2	Gene	KEGG:hsa05203	Pathway	NFKB2	Viral carcinogenesis	Hetionet::GpPW::Gene:Pathway	T00238	hsa05203	TTD
SYMBOL:IL4	Gene	KEGG:hsa04060	Pathway	IL4	Cytokine-cytokine receptor interaction	Hetionet::GpPW::Gene:Pathway	T00239	hsa04060	TTD
SYMBOL:IL4	Gene	KEGG:hsa04151	Pathway	IL4	PI3K-Akt signaling pathway	Hetionet::GpPW::Gene:Pathway	T00239	hsa04151	TTD
SYMBOL:IL4	Gene	KEGG:hsa04630	Pathway	IL4	Jak-STAT signaling pathway	Hetionet::GpPW::Gene:Pathway	T00239	hsa04630	TTD
SYMBOL:IL4	Gene	KEGG:hsa04640	Pathway	IL4	Hematopoietic cell lineage	Hetionet::GpPW::Gene:Pathway	T00239	hsa04640	TTD
SYMBOL:IL4	Gene	KEGG:hsa04660	Pathway	IL4	T cell receptor signaling pathway	Hetionet::GpPW::Gene:Pathway	T00239	hsa04660	TTD
SYMBOL:IL4	Gene	KEGG:hsa04664	Pathway	IL4	Fc epsilon RI signaling pathway	Hetionet::GpPW::Gene:Pathway	T00239	hsa04664	TTD
SYMBOL:IL4	Gene	KEGG:hsa04672	Pathway	IL4	Intestinal immune network for IgA production	Hetionet::GpPW::Gene:Pathway	T00239	hsa04672	TTD
SYMBOL:IL4	Gene	KEGG:hsa05140	Pathway	IL4	Leishmaniasis	Hetionet::GpPW::Gene:Pathway	T00239	hsa05140	TTD
SYMBOL:IL4	Gene	KEGG:hsa05162	Pathway	IL4	Measles	Hetionet::GpPW::Gene:Pathway	T00239	hsa05162	TTD
SYMBOL:IL4	Gene	KEGG:hsa05310	Pathway	IL4	Asthma	Hetionet::GpPW::Gene:Pathway	T00239	hsa05310	TTD
SYMBOL:IL4	Gene	KEGG:hsa05320	Pathway	IL4	Autoimmune thyroid disease	Hetionet::GpPW::Gene:Pathway	T00239	hsa05320	TTD
SYMBOL:IL4	Gene	KEGG:hsa05321	Pathway	IL4	Inflammatory bowel disease (IBD)	Hetionet::GpPW::Gene:Pathway	T00239	hsa05321	TTD
SYMBOL:IL4	Gene	KEGG:hsa05330	Pathway	IL4	Allograft rejection	Hetionet::GpPW::Gene:Pathway	T00239	hsa05330	TTD
SYMBOL:IL23R	Gene	KEGG:hsa04060	Pathway	IL23R	Cytokine-cytokine receptor interaction	Hetionet::GpPW::Gene:Pathway	T00484	hsa04060	TTD
SYMBOL:IL23R	Gene	KEGG:hsa04630	Pathway	IL23R	Jak-STAT signaling pathway	Hetionet::GpPW::Gene:Pathway	T00484	hsa04630	TTD
SYMBOL:IL23R	Gene	KEGG:hsa05321	Pathway	IL23R	Inflammatory bowel disease (IBD)	Hetionet::GpPW::Gene:Pathway	T00484	hsa05321	TTD
SYMBOL:ABCA1	Gene	KEGG:hsa02010	Pathway	ABCA1	ABC transporters	Hetionet::GpPW::Gene:Pathway	T00494	hsa02010	TTD
SYMBOL:ABCA1	Gene	KEGG:hsa04975	Pathway	ABCA1	Fat digestion and absorption	Hetionet::GpPW::Gene:Pathway	T00494	hsa04975	TTD
SYMBOL:DUSP9	Gene	KEGG:hsa04010	Pathway	DUSP9	MAPK signaling pathway	Hetionet::GpPW::Gene:Pathway	T00564	hsa04010	TTD
SYMBOL:DUSP9	Gene	KEGG:hsa04550	Pathway	DUSP9	Signaling pathways regulating pluripotency of stem cells	Hetionet::GpPW::Gene:Pathway	T00564	hsa04550	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04010	Pathway	MAPK10	MAPK signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04010	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04012	Pathway	MAPK10	ErbB signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04012	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04014	Pathway	MAPK10	Ras signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04014	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04024	Pathway	MAPK10	cAMP signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04024	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04068	Pathway	MAPK10	FoxO signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04068	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04071	Pathway	MAPK10	Sphingolipid signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04071	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04141	Pathway	MAPK10	Protein processing in endoplasmic reticulum	Hetionet::GpPW::Gene:Pathway	T00663	hsa04141	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04310	Pathway	MAPK10	Wnt signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04310	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04380	Pathway	MAPK10	Osteoclast differentiation	Hetionet::GpPW::Gene:Pathway	T00663	hsa04380	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04510	Pathway	MAPK10	Focal adhesion	Hetionet::GpPW::Gene:Pathway	T00663	hsa04510	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04620	Pathway	MAPK10	Toll-like receptor signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04620	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04621	Pathway	MAPK10	NOD-like receptor signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04621	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04622	Pathway	MAPK10	RIG-I-like receptor signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04622	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04664	Pathway	MAPK10	Fc epsilon RI signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04664	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04668	Pathway	MAPK10	TNF signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04668	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04722	Pathway	MAPK10	Neurotrophin signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04722	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04723	Pathway	MAPK10	Retrograde endocannabinoid signaling	Hetionet::GpPW::Gene:Pathway	T00663	hsa04723	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04728	Pathway	MAPK10	Dopaminergic synapse	Hetionet::GpPW::Gene:Pathway	T00663	hsa04728	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04750	Pathway	MAPK10	Inflammatory mediator regulation of TRP channels	Hetionet::GpPW::Gene:Pathway	T00663	hsa04750	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04910	Pathway	MAPK10	Insulin signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04910	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04912	Pathway	MAPK10	GnRH signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04912	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04914	Pathway	MAPK10	Progesterone-mediated oocyte maturation	Hetionet::GpPW::Gene:Pathway	T00663	hsa04914	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04917	Pathway	MAPK10	Prolactin signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04917	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04920	Pathway	MAPK10	Adipocytokine signaling pathway	Hetionet::GpPW::Gene:Pathway	T00663	hsa04920	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04930	Pathway	MAPK10	Type II diabetes mellitus	Hetionet::GpPW::Gene:Pathway	T00663	hsa04930	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa04932	Pathway	MAPK10	Non-alcoholic fatty liver disease (NAFLD)	Hetionet::GpPW::Gene:Pathway	T00663	hsa04932	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05120	Pathway	MAPK10	Epithelial cell signaling in Helicobacter pylori infection	Hetionet::GpPW::Gene:Pathway	T00663	hsa05120	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05131	Pathway	MAPK10	Shigellosis	Hetionet::GpPW::Gene:Pathway	T00663	hsa05131	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05132	Pathway	MAPK10	Salmonella infection	Hetionet::GpPW::Gene:Pathway	T00663	hsa05132	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05133	Pathway	MAPK10	Pertussis	Hetionet::GpPW::Gene:Pathway	T00663	hsa05133	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05142	Pathway	MAPK10	Chagas disease (American trypanosomiasis)	Hetionet::GpPW::Gene:Pathway	T00663	hsa05142	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05145	Pathway	MAPK10	Toxoplasmosis	Hetionet::GpPW::Gene:Pathway	T00663	hsa05145	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05152	Pathway	MAPK10	Tuberculosis	Hetionet::GpPW::Gene:Pathway	T00663	hsa05152	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05160	Pathway	MAPK10	Hepatitis C	Hetionet::GpPW::Gene:Pathway	T00663	hsa05160	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05161	Pathway	MAPK10	Hepatitis B	Hetionet::GpPW::Gene:Pathway	T00663	hsa05161	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05164	Pathway	MAPK10	Influenza A	Hetionet::GpPW::Gene:Pathway	T00663	hsa05164	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05168	Pathway	MAPK10	Herpes simplex infection	Hetionet::GpPW::Gene:Pathway	T00663	hsa05168	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05169	Pathway	MAPK10	Epstein-Barr virus infection	Hetionet::GpPW::Gene:Pathway	T00663	hsa05169	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05200	Pathway	MAPK10	Pathways in cancer	Hetionet::GpPW::Gene:Pathway	T00663	hsa05200	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05210	Pathway	MAPK10	Colorectal cancer	Hetionet::GpPW::Gene:Pathway	T00663	hsa05210	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05212	Pathway	MAPK10	Pancreatic cancer	Hetionet::GpPW::Gene:Pathway	T00663	hsa05212	TTD
SYMBOL:MAPK10	Gene	KEGG:hsa05231	Pathway	MAPK10	Choline metabolism in cancer	Hetionet::GpPW::Gene:Pathway	T00663	hsa05231	TTD
SYMBOL:KCNJ11	Gene	KEGG:hsa04911	Pathway	KCNJ11	Insulin secretion	Hetionet::GpPW::Gene:Pathway	T00820	hsa04911	TTD
SYMBOL:KCNJ11	Gene	KEGG:hsa04930	Pathway	KCNJ11	Type II diabetes mellitus	Hetionet::GpPW::Gene:Pathway	T00820	hsa04930	TTD
SYMBOL:CXCR1	Gene	KEGG:hsa04060	Pathway	CXCR1	Cytokine-cytokine receptor interaction	Hetionet::GpPW::Gene:Pathway	T00884	hsa04060	TTD
SYMBOL:CXCR1	Gene	KEGG:hsa04062	Pathway	CXCR1	Chemokine signaling pathway	Hetionet::GpPW::Gene:Pathway	T00884	hsa04062	TTD
SYMBOL:CXCR1	Gene	KEGG:hsa04144	Pathway	CXCR1	Endocytosis	Hetionet::GpPW::Gene:Pathway	T00884	hsa04144	TTD
SYMBOL:CXCR1	Gene	KEGG:hsa05120	Pathway	CXCR1	Epithelial cell signaling in Helicobacter pylori infection	Hetionet::GpPW::Gene:Pathway	T00884	hsa05120	TTD
SYMBOL:PRKCE	Gene	KEGG:hsa04022	Pathway	PRKCE	cGMP-PKG signaling pathway	Hetionet::GpPW::Gene:Pathway	T00895	hsa04022	TTD
SYMBOL:PRKCE	Gene	KEGG:hsa04071	Pathway	PRKCE	Sphingolipid signaling pathway	Hetionet::GpPW::Gene:Pathway	T00895	hsa04071	TTD
SYMBOL:PRKCE	Gene	KEGG:hsa04270	Pathway	PRKCE	Vascular smooth muscle contraction	Hetionet::GpPW::Gene:Pathway	T00895	hsa04270	TTD
SYMBOL:PRKCE	Gene	KEGG:hsa04530	Pathway	PRKCE	Tight junction	Hetionet::GpPW::Gene:Pathway	T00895	hsa04530	TTD
SYMBOL:PRKCE	Gene	KEGG:hsa04664	Pathway	PRKCE	Fc epsilon RI signaling pathway	Hetionet::GpPW::Gene:Pathway	T00895	hsa04664	TTD
SYMBOL:PRKCE	Gene	KEGG:hsa04666	Pathway	PRKCE	Fc gamma R-mediated phagocytosis	Hetionet::GpPW::Gene:Pathway	T00895	hsa04666	TTD
SYMBOL:PRKCE	Gene	KEGG:hsa04750	Pathway	PRKCE	Inflammatory mediator regulation of TRP channels	Hetionet::GpPW::Gene:Pathway	T00895	hsa04750	TTD
SYMBOL:PRKCE	Gene	KEGG:hsa04930	Pathway	PRKCE	Type II diabetes mellitus	Hetionet::GpPW::Gene:Pathway	T00895	hsa04930	TTD
SYMBOL:PRKCE	Gene	KEGG:hsa05206	Pathway	PRKCE	MicroRNAs in cancer	Hetionet::GpPW::Gene:Pathway	T00895	hsa05206	TTD
SYMBOL:NTF4	Gene	KEGG:hsa04010	Pathway	NTF4	MAPK signaling pathway	Hetionet::GpPW::Gene:Pathway	T00902	hsa04010	TTD
SYMBOL:NTF4	Gene	KEGG:hsa04722	Pathway	NTF4	Neurotrophin signaling pathway	Hetionet::GpPW::Gene:Pathway	T00902	hsa04722	TTD
SYMBOL:TYRP1	Gene	KEGG:hsa00350	Pathway	TYRP1	Tyrosine metabolism	Hetionet::GpPW::Gene:Pathway	T00938	hsa00350	TTD
SYMBOL:TYRP1	Gene	KEGG:hsa01100	Pathway	TYRP1	Metabolic pathways	Hetionet::GpPW::Gene:Pathway	T00938	hsa01100	TTD
SYMBOL:TYRP1	Gene	KEGG:hsa04916	Pathway	TYRP1	Melanogenesis	Hetionet::GpPW::Gene:Pathway	T00938	hsa04916	TTD
SYMBOL:TSG101	Gene	KEGG:hsa04144	Pathway	TSG101	Endocytosis	Hetionet::GpPW::Gene:Pathway	T01283	hsa04144	TTD
SYMBOL:Malaria DHOdehase	Gene	KEGG:hsa00240	Pathway	Malaria DHOdehase	Pyrimidine metabolism	Hetionet::GpPW::Gene:Pathway	T01318	hsa00240	TTD
SYMBOL:Malaria DHOdehase	Gene	KEGG:hsa01100	Pathway	Malaria DHOdehase	Metabolic pathways	Hetionet::GpPW::Gene:Pathway	T01318	hsa01100	TTD
SYMBOL:SGPL1	Gene	KEGG:hsa00600	Pathway	SGPL1	Sphingolipid metabolism	Hetionet::GpPW::Gene:Pathway	T01575	hsa00600	TTD
SYMBOL:SGPL1	Gene	KEGG:hsa01100	Pathway	SGPL1	Metabolic pathways	Hetionet::GpPW::Gene:Pathway	T01575	hsa01100	TTD
SYMBOL:SGPL1	Gene	KEGG:hsa04071	Pathway	SGPL1	Sphingolipid signaling pathway	Hetionet::GpPW::Gene:Pathway	T01575	hsa04071	TTD
SYMBOL:CAT	Gene	KEGG:hsa00380	Pathway	CAT	Tryptophan metabolism	Hetionet::GpPW::Gene:Pathway	T01597	hsa00380	TTD
SYMBOL:CAT	Gene	KEGG:hsa00630	Pathway	CAT	Glyoxylate and dicarboxylate metabolism	Hetionet::GpPW::Gene:Pathway	T01597	hsa00630	TTD
SYMBOL:CAT	Gene	KEGG:hsa01130	Pathway	CAT	Biosynthesis of antibiotics	Hetionet::GpPW::Gene:Pathway	T01597	hsa01130	TTD
SYMBOL:CAT	Gene	KEGG:hsa04068	Pathway	CAT	FoxO signaling pathway	Hetionet::GpPW::Gene:Pathway	T01597	hsa04068	TTD
SYMBOL:CAT	Gene	KEGG:hsa04146	Pathway	CAT	Peroxisome	Hetionet::GpPW::Gene:Pathway	T01597	hsa04146	TTD
SYMBOL:CAT	Gene	KEGG:hsa05014	Pathway	CAT	Amyotrophic lateral sclerosis (ALS)	Hetionet::GpPW::Gene:Pathway	T01597	hsa05014	TTD
SYMBOL:ADRA2C	Gene	KEGG:hsa04022	Pathway	ADRA2C	cGMP-PKG signaling pathway	Hetionet::GpPW::Gene:Pathway	T01777	hsa04022	TTD
SYMBOL:ADRA2C	Gene	KEGG:hsa04080	Pathway	ADRA2C	Neuroactive ligand-receptor interaction	Hetionet::GpPW::Gene:Pathway	T01777	hsa04080	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa04015	Pathway	ITGB1	Rap1 signaling pathway	Hetionet::GpPW::Gene:Pathway	T01851	hsa04015	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa04145	Pathway	ITGB1	Phagosome	Hetionet::GpPW::Gene:Pathway	T01851	hsa04145	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa04151	Pathway	ITGB1	PI3K-Akt signaling pathway	Hetionet::GpPW::Gene:Pathway	T01851	hsa04151	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa04360	Pathway	ITGB1	Axon guidance	Hetionet::GpPW::Gene:Pathway	T01851	hsa04360	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa04510	Pathway	ITGB1	Focal adhesion	Hetionet::GpPW::Gene:Pathway	T01851	hsa04510	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa04512	Pathway	ITGB1	ECM-receptor interaction	Hetionet::GpPW::Gene:Pathway	T01851	hsa04512	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa04514	Pathway	ITGB1	Cell adhesion molecules (CAMs)	Hetionet::GpPW::Gene:Pathway	T01851	hsa04514	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa04611	Pathway	ITGB1	Platelet activation	Hetionet::GpPW::Gene:Pathway	T01851	hsa04611	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa04670	Pathway	ITGB1	Leukocyte transendothelial migration	Hetionet::GpPW::Gene:Pathway	T01851	hsa04670	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa04810	Pathway	ITGB1	Regulation of actin cytoskeleton	Hetionet::GpPW::Gene:Pathway	T01851	hsa04810	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05100	Pathway	ITGB1	Bacterial invasion of epithelial cells	Hetionet::GpPW::Gene:Pathway	T01851	hsa05100	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05130	Pathway	ITGB1	Pathogenic Escherichia coli infection	Hetionet::GpPW::Gene:Pathway	T01851	hsa05130	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05131	Pathway	ITGB1	Shigellosis	Hetionet::GpPW::Gene:Pathway	T01851	hsa05131	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05133	Pathway	ITGB1	Pertussis	Hetionet::GpPW::Gene:Pathway	T01851	hsa05133	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05140	Pathway	ITGB1	Leishmaniasis	Hetionet::GpPW::Gene:Pathway	T01851	hsa05140	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05145	Pathway	ITGB1	Toxoplasmosis	Hetionet::GpPW::Gene:Pathway	T01851	hsa05145	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05200	Pathway	ITGB1	Pathways in cancer	Hetionet::GpPW::Gene:Pathway	T01851	hsa05200	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05205	Pathway	ITGB1	Proteoglycans in cancer	Hetionet::GpPW::Gene:Pathway	T01851	hsa05205	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05222	Pathway	ITGB1	Small cell lung cancer	Hetionet::GpPW::Gene:Pathway	T01851	hsa05222	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05410	Pathway	ITGB1	Hypertrophic cardiomyopathy (HCM)	Hetionet::GpPW::Gene:Pathway	T01851	hsa05410	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05412	Pathway	ITGB1	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	Hetionet::GpPW::Gene:Pathway	T01851	hsa05412	TTD
SYMBOL:ITGB1	Gene	KEGG:hsa05414	Pathway	ITGB1	Dilated cardiomyopathy	Hetionet::GpPW::Gene:Pathway	T01851	hsa05414	TTD
SYMBOL:KLK2	Gene	KEGG:hsa04961	Pathway	KLK2	Endocrine and other factor-regulated calcium reabsorption	Hetionet::GpPW::Gene:Pathway	T01908	hsa04961	TTD
SYMBOL:Malaria FabZ	Gene	KEGG:pfa00061	Pathway	Malaria FabZ	Fatty acid biosynthesis	Hetionet::GpPW::Gene:Pathway	T01943	pfa00061	TTD
SYMBOL:Malaria FabZ	Gene	KEGG:pfa00780	Pathway	Malaria FabZ	Biotin metabolism	Hetionet::GpPW::Gene:Pathway	T01943	pfa00780	TTD
SYMBOL:Malaria FabZ	Gene	KEGG:pfa01100	Pathway	Malaria FabZ	Metabolic pathways	Hetionet::GpPW::Gene:Pathway	T01943	pfa01100	TTD
SYMBOL:Malaria FabZ	Gene	KEGG:pfa01212	Pathway	Malaria FabZ	Fatty acid metabolism	Hetionet::GpPW::Gene:Pathway	T01943	pfa01212	TTD
SYMBOL:PDE4D	Gene	KEGG:hsa00230	Pathway	PDE4D	Purine metabolism	Hetionet::GpPW::Gene:Pathway	T02001	hsa00230	TTD
SYMBOL:PDE4D	Gene	KEGG:hsa04024	Pathway	PDE4D	cAMP signaling pathway	Hetionet::GpPW::Gene:Pathway	T02001	hsa04024	TTD
SYMBOL:PDE4D	Gene	KEGG:hsa05032	Pathway	PDE4D	Morphine addiction	Hetionet::GpPW::Gene:Pathway	T02001	hsa05032	TTD
SYMBOL:GCLM	Gene	KEGG:hsa00480	Pathway	GCLM	Glutathione metabolism	Hetionet::GpPW::Gene:Pathway	T02134	hsa00480	TTD
SYMBOL:GCLM	Gene	KEGG:hsa01100	Pathway	GCLM	Metabolic pathways	Hetionet::GpPW::Gene:Pathway	T02134	hsa01100	TTD
SYMBOL:TNFSF13B	Gene	KEGG:hsa04060	Pathway	TNFSF13B	Cytokine-cytokine receptor interaction	Hetionet::GpPW::Gene:Pathway	T02318	hsa04060	TTD
SYMBOL:TNFSF13B	Gene	KEGG:hsa04064	Pathway	TNFSF13B	NF-kappa B signaling pathway	Hetionet::GpPW::Gene:Pathway	T02318	hsa04064	TTD
SYMBOL:TNFSF13B	Gene	KEGG:hsa04672	Pathway	TNFSF13B	Intestinal immune network for IgA production	Hetionet::GpPW::Gene:Pathway	T02318	hsa04672	TTD
SYMBOL:TNFSF13B	Gene	KEGG:hsa05323	Pathway	TNFSF13B	Rheumatoid arthritis	Hetionet::GpPW::Gene:Pathway	T02318	hsa05323	TTD
