id,name,label,resource
MedDRA:10001663,Alexia,SideEffect,MedDRA
MedDRA:10001664,Alexia and dyslexia,SideEffect,MedDRA
MedDRA:10001680,Alkalosis,SideEffect,MedDRA
MedDRA:10038664,Respiratory alkalosis,SideEffect,MedDRA
MedDRA:10001689,Alkaptonuria,SideEffect,MedDRA
MedDRA:10003644,Atopic rhinitis,SideEffect,MedDRA
MedDRA:10001725,Allergic rhinitis due to other allergen,SideEffect,MedDRA
MedDRA:10001760,Alopecia,SideEffect,MedDRA
MedDRA:10001761,Alopecia areata,SideEffect,MedDRA
MedDRA:10056506,Follicular mucinosis,SideEffect,MedDRA
MedDRA:10001765,Alopecia syphilitic,SideEffect,MedDRA
MedDRA:10069923,Traction alopecia,SideEffect,MedDRA
MedDRA:10001802,Alpha thalassemia,SideEffect,MedDRA
MedDRA:10015887,Extrinsic allergic alveolitis,SideEffect,MedDRA
MedDRA:10057973,Alveoloplasty,SideEffect,MedDRA
MedDRA:10001896,Alzheimer's disease,SideEffect,MedDRA
MedDRA:10001906,Amblyopia,SideEffect,MedDRA
MedDRA:10001914,Amblyopia tobacco,SideEffect,MedDRA
MedDRA:10001916,Amebiasis,SideEffect,MedDRA
MedDRA:10001926,Amelia,SideEffect,MedDRA
MedDRA:10066796,Ameloblastoma,SideEffect,MedDRA
MedDRA:10001927,Amenorrhea,SideEffect,MedDRA
MedDRA:10021602,Inborn errors of amino acid metabolism,SideEffect,MedDRA
MedDRA:10001949,Amnesia,SideEffect,MedDRA
MedDRA:10036308,Post-traumatic amnesia,SideEffect,MedDRA
MedDRA:10038965,Retrograde amnesia,SideEffect,MedDRA
MedDRA:10061423,Amnestic disorder,SideEffect,MedDRA
MedDRA:10001958,Amniocentesis,SideEffect,MedDRA
MedDRA:10021844,Infection of amniotic cavity,SideEffect,MedDRA
MedDRA:10001964,Amnioscopy,SideEffect,MedDRA
MedDRA:10064100,Amniotic band syndrome,SideEffect,MedDRA
MedDRA:10061627,Amputation,SideEffect,MedDRA
MedDRA:10071564,Limb amputation,SideEffect,MedDRA
MedDRA:10000243,Above knee amputation,SideEffect,MedDRA
MedDRA:10004227,Below knee amputation,SideEffect,MedDRA
MedDRA:10061385,Traumatic amputation,SideEffect,MedDRA
MedDRA:10002022,Amyloidosis,SideEffect,MedDRA
MedDRA:10002026,Amyotrophic lateral sclerosis,SideEffect,MedDRA
MedDRA:10002116,Anal and rectal polyp,SideEffect,MedDRA
MedDRA:10002166,Anal or rectal pain,SideEffect,MedDRA
MedDRA:10056350,Pain management,SideEffect,MedDRA
MedDRA:10054891,Epidural analgesia,SideEffect,MedDRA
MedDRA:10002218,Anaphylaxis,SideEffect,MedDRA
MedDRA:10002255,Ancylostomiasis,SideEffect,MedDRA
MedDRA:10002272,Anemia,SideEffect,MedDRA
MedDRA:10054310,Anemia of chronic disease,SideEffect,MedDRA
MedDRA:10002274,Anemia aplastic,SideEffect,MedDRA
MedDRA:10055203,Cooley's anemia,SideEffect,MedDRA
MedDRA:10019493,Hemolytic anemia,SideEffect,MedDRA
MedDRA:10055191,Acquired hemolytic anemia,SideEffect,MedDRA
MedDRA:10003825,Autoimmune hemolytic anemia,SideEffect,MedDRA
MedDRA:10055202,Congenital hemolytic anemia,SideEffect,MedDRA
MedDRA:10020971,Hypochromic anemia,SideEffect,MedDRA
MedDRA:10025381,Macrocytic anemia,SideEffect,MedDRA
MedDRA:10027129,Megaloblastic anemia,SideEffect,MedDRA
MedDRA:10002296,Anemia leukoerythroblastic,SideEffect,MedDRA
MedDRA:10002300,Anemia neonatal,SideEffect,MedDRA
MedDRA:10034697,Pernicious anemia,SideEffect,MedDRA
MedDRA:10038273,Refractory anemia,SideEffect,MedDRA
MedDRA:10037803,RAEB,SideEffect,MedDRA
MedDRA:10040653,Sickle-cell anemia,SideEffect,MedDRA
MedDRA:10040663,Sideroblastic anemia,SideEffect,MedDRA
MedDRA:10054314,Anemia splenic,SideEffect,MedDRA
MedDRA:10002085,Anaemias due to disorders of glutathione metabolism,SideEffect,MedDRA
MedDRA:10002320,Anencephaly,SideEffect,MedDRA
MedDRA:10067564,Anaesthesia procedure,SideEffect,MedDRA
MedDRA:10054375,Epidural anesthesia,SideEffect,MedDRA
MedDRA:10002323,Anesthesia general,SideEffect,MedDRA
MedDRA:10024758,Local anesthesia,SideEffect,MedDRA
MedDRA:10041538,Spinal anesthesia,SideEffect,MedDRA
MedDRA:10002329,Aneurysm,SideEffect,MedDRA
MedDRA:10002353,Aneurysm of other specified artery,SideEffect,MedDRA
MedDRA:10061660,Artery dissection,SideEffect,MedDRA
MedDRA:10058017,Infective aneurysm,SideEffect,MedDRA
MedDRA:10002368,Anger,SideEffect,MedDRA
MedDRA:10002383,Angina pectoris,SideEffect,MedDRA
MedDRA:10036759,Prinzmetal angina,SideEffect,MedDRA
MedDRA:10046251,Unstable angina,SideEffect,MedDRA
MedDRA:10061637,Angiogram,SideEffect,MedDRA
MedDRA:10065324,Digital subtraction angiography,SideEffect,MedDRA
MedDRA:10066191,Angioid streaks,SideEffect,MedDRA
MedDRA:10002448,Angioid streaks of choroid,SideEffect,MedDRA
MedDRA:10061639,Angiokeratoma,SideEffect,MedDRA
MedDRA:10016016,Fabry's disease,SideEffect,MedDRA
MedDRA:10012494,Dermatofibroma,SideEffect,MedDRA
MedDRA:10002424,Angioedema,SideEffect,MedDRA
MedDRA:10002512,Anhidrosis,SideEffect,MedDRA
MedDRA:10002515,Animal bite,SideEffect,MedDRA
MedDRA:10002532,Aniridia,SideEffect,MedDRA
MedDRA:10002534,Aniseikonia,SideEffect,MedDRA
MedDRA:10002535,Anisocoria,SideEffect,MedDRA
MedDRA:10002537,Anisometropia,SideEffect,MedDRA
MedDRA:10002557,Ankylosing spondylitis and other inflammatory spondylopathies,SideEffect,MedDRA
MedDRA:10002559,Ankylosis,SideEffect,MedDRA
MedDRA:10074066,Anniversary reaction,SideEffect,MedDRA
MedDRA:10002605,Anomalies of relationship of jaw to cranial base,SideEffect,MedDRA
MedDRA:10002638,Anomia,SideEffect,MedDRA
MedDRA:10002640,Anophthalmos,SideEffect,MedDRA
MedDRA:10002646,Anorexia,SideEffect,MedDRA
MedDRA:10002649,Anorexia nervosa,SideEffect,MedDRA
MedDRA:10002653,Anosmia,SideEffect,MedDRA
MedDRA:10002658,Anovulation,SideEffect,MedDRA
MedDRA:10002660,Anoxia,SideEffect,MedDRA
MedDRA:10050750,Anoxic encephalopathy,SideEffect,MedDRA
MedDRA:10050363,Anthracosilicosis,SideEffect,MedDRA
MedDRA:10073051,Anthracosis,SideEffect,MedDRA
MedDRA:10002713,Anthrax,SideEffect,MedDRA
MedDRA:10011660,Cutaneous anthrax,SideEffect,MedDRA
MedDRA:10002822,Antisocial personality disorder,SideEffect,MedDRA
MedDRA:10002847,Anuria,SideEffect,MedDRA
MedDRA:10002852,Anus disorder,SideEffect,MedDRA
MedDRA:10002164,Anal neoplasm NOS,SideEffect,MedDRA
MedDRA:10021528,Imperforate anus,SideEffect,MedDRA
MedDRA:10002855,Anxiety,SideEffect,MedDRA
MedDRA:10057666,Anxiety disorder,SideEffect,MedDRA
MedDRA:10040045,Separation anxiety disorder,SideEffect,MedDRA
MedDRA:10002330,Aneurysm aortic,SideEffect,MedDRA
MedDRA:10002890,Aortic arch syndrome,SideEffect,MedDRA
MedDRA:10002894,Aortic coarctation,SideEffect,MedDRA
MedDRA:10058648,Aortic disorder,SideEffect,MedDRA
MedDRA:10060874,Aortic rupture,SideEffect,MedDRA
MedDRA:10042598,Supravalvular aortic stenosis,SideEffect,MedDRA
MedDRA:10042431,Subvalvular aortic stenosis,SideEffect,MedDRA
MedDRA:10052839,Aortic valve insufficiency,SideEffect,MedDRA
MedDRA:10057454,Aortic valve prolapse,SideEffect,MedDRA
MedDRA:10002916,Aortic valve replacement,SideEffect,MedDRA
MedDRA:10041974,Stenosis aortic valve,SideEffect,MedDRA
MedDRA:10002921,Aortitis,SideEffect,MedDRA
MedDRA:10058930,Aortitis syndrome,SideEffect,MedDRA
MedDRA:10042900,Syphilitic aortitis,SideEffect,MedDRA
MedDRA:10057775,Aortogram,SideEffect,MedDRA
MedDRA:10063733,Aorticopulmonary window,SideEffect,MedDRA
MedDRA:10062552,Apgar score,SideEffect,MedDRA
MedDRA:10002945,Aphakia,SideEffect,MedDRA
MedDRA:10002948,Aphasia,SideEffect,MedDRA
MedDRA:10006378,Broca's aphasia,SideEffect,MedDRA
MedDRA:10002953,Aphonia,SideEffect,MedDRA
MedDRA:10062322,Apicoectomy,SideEffect,MedDRA
MedDRA:10002972,Apnea,SideEffect,MedDRA
MedDRA:10003008,Appendectomy,SideEffect,MedDRA
MedDRA:10056288,Neoplasm of appendix,SideEffect,MedDRA
MedDRA:10003011,Appendicitis,SideEffect,MedDRA
MedDRA:10003022,Appetite disorders,SideEffect,MedDRA
MedDRA:10003062,Apraxia,SideEffect,MedDRA
MedDRA:10003069,APUDoma,SideEffect,MedDRA
MedDRA:10063847,Arachnodactyly,SideEffect,MedDRA
MedDRA:10003074,Arachnoiditis,SideEffect,MedDRA
MedDRA:10003407,Arthropod-borne hemorrhagic fever,SideEffect,MedDRA
MedDRA:10003409,"Arthropod-borne viral disease, unspecified",SideEffect,MedDRA
MedDRA:10003082,Arcus senilis,SideEffect,MedDRA
MedDRA:10003094,Argyria,SideEffect,MedDRA
MedDRA:10003101,Arnold-Chiari malformation,SideEffect,MedDRA
MedDRA:10073270,Ovarian Sertoli-Leydig cell tumour,SideEffect,MedDRA
MedDRA:10007518,Cardiac arrhythmia,SideEffect,MedDRA
MedDRA:10050488,Arrhythmia sinus,SideEffect,MedDRA
MedDRA:10062542,Arterial insufficiency,SideEffect,MedDRA
MedDRA:10062599,Arterial occlusive disease,SideEffect,MedDRA
MedDRA:10003210,Arteriosclerosis,SideEffect,MedDRA
MedDRA:10065418,Arteriosclerosis obliterans,SideEffect,MedDRA
MedDRA:10003226,Arteriovenous fistula,SideEffect,MedDRA
MedDRA:10003229,Arteriovenous malformations,SideEffect,MedDRA
MedDRA:10003230,Arteritis,SideEffect,MedDRA
MedDRA:10003239,Arthralgia,SideEffect,MedDRA
MedDRA:10003246,Arthritis,SideEffect,MedDRA
MedDRA:10018634,Gouty arthritis,SideEffect,MedDRA
MedDRA:10021904,Infectious arthritis,SideEffect,MedDRA
MedDRA:10037160,Psoriatic arthritis,SideEffect,MedDRA
MedDRA:10003268,Arthritis rheumatoid,SideEffect,MedDRA
MedDRA:10047436,Viral arthritis,SideEffect,MedDRA
MedDRA:10061683,Arthrodesis,SideEffect,MedDRA
MedDRA:10003278,Arthrogram,SideEffect,MedDRA
MedDRA:10051643,Congenital multiplex arthrogryposis,SideEffect,MedDRA
MedDRA:10003284,Arthropathies NEC,SideEffect,MedDRA
MedDRA:10003375,Arthropathy neurogenic,SideEffect,MedDRA
MedDRA:10003396,Arthroplasty NOS,SideEffect,MedDRA
MedDRA:10003411,Arthroscopy,SideEffect,MedDRA
MedDRA:10003420,Arthus reaction,SideEffect,MedDRA
MedDRA:10034925,Phonological disorder,SideEffect,MedDRA
MedDRA:10064070,Asbestos exposure,SideEffect,MedDRA
MedDRA:10003441,Asbestosis,SideEffect,MedDRA
MedDRA:10003442,Ascariasis,SideEffect,MedDRA
MedDRA:10003445,Ascites,SideEffect,MedDRA
MedDRA:10034662,Peritoneal effusion,SideEffect,MedDRA
MedDRA:10003454,Ascorbic acid deficiency,SideEffect,MedDRA
MedDRA:10003463,Aseptic necrosis of head and neck of femur,SideEffect,MedDRA
MedDRA:10003488,Aspergillosis,SideEffect,MedDRA
MedDRA:10001707,Allergic bronchopulmonary aspergillosis,SideEffect,MedDRA
MedDRA:10003497,Asphyxia,SideEffect,MedDRA
MedDRA:10046162,Unspecified severity of birth asphyxia in liveborn infant,SideEffect,MedDRA
MedDRA:10003537,Assault,SideEffect,MedDRA
MedDRA:10018436,Glucose urine,SideEffect,MedDRA
MedDRA:10021159,Hysterical ataxia,SideEffect,MedDRA
MedDRA:10003549,Asthenia,SideEffect,MedDRA
MedDRA:10003552,Asthenopia,SideEffect,MedDRA
MedDRA:10003553,Asthma,SideEffect,MedDRA
MedDRA:10015649,Exercise induced asthma,SideEffect,MedDRA
MedDRA:10003569,Astigmatism,SideEffect,MedDRA
MedDRA:10003571,Astrocytoma,SideEffect,MedDRA
MedDRA:10003591,Ataxia,SideEffect,MedDRA
MedDRA:10003594,Ataxia telangiectasia,SideEffect,MedDRA
MedDRA:10062002,Hereditary ataxia,SideEffect,MedDRA
MedDRA:10003598,Atelectasis,SideEffect,MedDRA
MedDRA:10003601,Atherosclerosis,SideEffect,MedDRA
MedDRA:10003615,Atherosclerosis of other specified arteries,SideEffect,MedDRA
MedDRA:10003620,Athetosis,SideEffect,MedDRA
MedDRA:10041738,Sports injury,SideEffect,MedDRA
MedDRA:10003643,Atonic gallbladder,SideEffect,MedDRA
MedDRA:10003640,Atopic dermatitis and related conditions,SideEffect,MedDRA
MedDRA:10016566,Fibrillation atrial,SideEffect,MedDRA
MedDRA:10016827,Flutter atrial,SideEffect,MedDRA
MedDRA:10003671,Atrioventricular block,SideEffect,MedDRA
MedDRA:10003732,Attention deficit disorder of childhood,SideEffect,MedDRA
MedDRA:10003770,Audiometry,SideEffect,MedDRA
MedDRA:10041463,Speech audiometry,SideEffect,MedDRA
MedDRA:10069571,Atrioventricular dissociation,SideEffect,MedDRA
MedDRA:10003808,Autistic disorder,SideEffect,MedDRA
MedDRA:10061664,Autoimmune disorder,SideEffect,MedDRA
MedDRA:10063392,Autolysis,SideEffect,MedDRA
MedDRA:10003830,Automatism,SideEffect,MedDRA
MedDRA:10050117,Autopsy,SideEffect,MedDRA
MedDRA:10003844,Autosomal deletion syndromes,SideEffect,MedDRA
MedDRA:10003865,Avoidant personality disorder,SideEffect,MedDRA
MedDRA:10003866,Avulsion of eye,SideEffect,MedDRA
MedDRA:10003883,Azoospermia,SideEffect,MedDRA
MedDRA:10003963,Babesia,SideEffect,MedDRA
MedDRA:10003965,Babesiosis,SideEffect,MedDRA
MedDRA:10003986,Back injury,SideEffect,MedDRA
MedDRA:10033380,Pain back,SideEffect,MedDRA
MedDRA:10003995,Background diabetic retinopathy,SideEffect,MedDRA
MedDRA:10038924,Retinopathy background,SideEffect,MedDRA
MedDRA:10003999,Bacteremia,SideEffect,MedDRA
MedDRA:10004045,"Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site",SideEffect,MedDRA
MedDRA:10060945,Bacterial infection,SideEffect,MedDRA
MedDRA:10060946,Pneumonia bacterial,SideEffect,MedDRA
MedDRA:10004056,Bacteriuria,SideEffect,MedDRA
MedDRA:10058890,Bacteroides infection,SideEffect,MedDRA
MedDRA:10004067,Bagassosis,SideEffect,MedDRA
MedDRA:10004073,Balanitis,SideEffect,MedDRA
MedDRA:10004078,Balanoposthitis,SideEffect,MedDRA
MedDRA:10004080,Balantidiasis,SideEffect,MedDRA
MedDRA:10004081,Balantidium coli,SideEffect,MedDRA
MedDRA:10067607,Balo's concentric sclerosis,SideEffect,MedDRA
MedDRA:10061688,Barotrauma,SideEffect,MedDRA
MedDRA:10004134,Barrett's esophagus,SideEffect,MedDRA
MedDRA:10004138,Bartholin's abscess,SideEffect,MedDRA
MedDRA:10004140,Bartholin's cyst,SideEffect,MedDRA
MedDRA:10004142,Bartholinitis,SideEffect,MedDRA
MedDRA:10044583,Bartonella infections,SideEffect,MedDRA
MedDRA:10050839,Bartter's syndrome,SideEffect,MedDRA
MedDRA:10004151,Basal cell nevus syndrome,SideEffect,MedDRA
MedDRA:10004164,Basilar artery syndrome,SideEffect,MedDRA
MedDRA:10069524,Basophil degranulation test,SideEffect,MedDRA
MedDRA:10050344,Beckwith-Wiedemann syndrome,SideEffect,MedDRA
MedDRA:10050118,Bed rest,SideEffect,MedDRA
MedDRA:10004204,Behavior disorder,SideEffect,MedDRA
MedDRA:10027355,Mental disorder NOS,SideEffect,MedDRA
MedDRA:10004211,Behcet syndrome,SideEffect,MedDRA
MedDRA:10004231,Bence Jones proteinuria,SideEffect,MedDRA
MedDRA:10004314,Benign neoplasm of colon,SideEffect,MedDRA
MedDRA:10004318,Benign neoplasm of cranial nerves,SideEffect,MedDRA
MedDRA:10004345,Benign neoplasm of lower jaw bone,SideEffect,MedDRA
MedDRA:10033273,Ovarian neoplasms benign,SideEffect,MedDRA
MedDRA:10004398,Benign neoplasm of skin,SideEffect,MedDRA
MedDRA:10004447,Benign prostatic hypertrophy,SideEffect,MedDRA
MedDRA:10004478,Bereavement,SideEffect,MedDRA
MedDRA:10004482,Beriberi,SideEffect,MedDRA
MedDRA:10057473,Bernard-Soulier syndrome,SideEffect,MedDRA
MedDRA:10004484,Berry aneurysm,SideEffect,MedDRA
MedDRA:10004485,Berylliosis,SideEffect,MedDRA
MedDRA:10004505,Beta thalassemia,SideEffect,MedDRA
MedDRA:10004606,Bile duct disorders,SideEffect,MedDRA
MedDRA:10008637,Cholestasis extrahepatic,SideEffect,MedDRA
MedDRA:10003650,Atresia biliary,SideEffect,MedDRA
MedDRA:10056529,Biliary dyskinesia,SideEffect,MedDRA
MedDRA:10004665,Biliary fistula,SideEffect,MedDRA
MedDRA:10004676,Biliary tract disease,SideEffect,MedDRA
MedDRA:10028982,Neoplasm biliary tract,SideEffect,MedDRA
MedDRA:10061696,Biliary tract operation,SideEffect,MedDRA
MedDRA:10065265,Biliopancreatic bypass,SideEffect,MedDRA
MedDRA:10004718,"Binocular vision disorder, unspecified",SideEffect,MedDRA
MedDRA:10071444,Biofeedback therapy,SideEffect,MedDRA
MedDRA:10004720,Biopsy,SideEffect,MedDRA
MedDRA:10049569,Needle biopsy NOS,SideEffect,MedDRA
MedDRA:10057667,Bipolar disorder,SideEffect,MedDRA
MedDRA:10004936,Bipolar depression,SideEffect,MedDRA
MedDRA:10004941,Bird fancier's lung,SideEffect,MedDRA
MedDRA:10004954,Birth trauma,SideEffect,MedDRA
MedDRA:10004963,Bisexuality,SideEffect,MedDRA
MedDRA:10004966,Bite,SideEffect,MedDRA
MedDRA:10020428,Human bite,SideEffect,MedDRA
MedDRA:10004984,Blackwater fever,SideEffect,MedDRA
MedDRA:10005001,Bladder calculus,SideEffect,MedDRA
MedDRA:10005013,Bladder neoplasms malignant,SideEffect,MedDRA
MedDRA:10045774,Unspecified disorder of bladder,SideEffect,MedDRA
MedDRA:10049731,Bladder distension,SideEffect,MedDRA
MedDRA:10048597,Bladder exstrophy,SideEffect,MedDRA
MedDRA:10051263,Bladder fistula,SideEffect,MedDRA
MedDRA:10005053,Bladder neck obstruction,SideEffect,MedDRA
MedDRA:10028983,Neoplasm bladder,SideEffect,MedDRA
MedDRA:10005059,Bladder neurogenic,SideEffect,MedDRA
MedDRA:10053747,Blast cell crisis,SideEffect,MedDRA
MedDRA:10056379,Blast injury,SideEffect,MedDRA
MedDRA:10005098,Blastomycosis,SideEffect,MedDRA
MedDRA:10005136,Bleeding time,SideEffect,MedDRA
MedDRA:10005148,Blepharitis,SideEffect,MedDRA
MedDRA:10005152,Blepharochalasis,SideEffect,MedDRA
MedDRA:10005153,Blepharoconjunctivitis,SideEffect,MedDRA
MedDRA:10005155,Blepharophimosis,SideEffect,MedDRA
MedDRA:10005157,Blepharoptosis,SideEffect,MedDRA
